StartTime,EndTime,AreaID,UnitName,PsrType,quantity,hourly_time
2021-12-31 23:00:00,2022-01-01 00:00:00,10Y1001A1001A83F,MAW,B16,0,2021-12-31 23:00:00
2022-01-01 00:00:00,2022-01-01 01:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 00:00:00
2022-01-01 01:00:00,2022-01-01 02:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 01:00:00
2022-01-01 02:00:00,2022-01-01 03:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 02:00:00
2022-01-01 03:00:00,2022-01-01 04:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 03:00:00
2022-01-01 04:00:00,2022-01-01 05:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 04:00:00
2022-01-01 05:00:00,2022-01-01 06:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 05:00:00
2022-01-01 06:00:00,2022-01-01 07:00:00,10Y1001A1001A83F,MAW,B16,7,2022-01-01 06:00:00
2022-01-01 07:00:00,2022-01-01 08:00:00,10Y1001A1001A83F,MAW,B16,2175,2022-01-01 07:00:00
2022-01-01 08:00:00,2022-01-01 09:00:00,10Y1001A1001A83F,MAW,B16,10187,2022-01-01 08:00:00
2022-01-01 09:00:00,2022-01-01 10:00:00,10Y1001A1001A83F,MAW,B16,20112,2022-01-01 09:00:00
2022-01-01 10:00:00,2022-01-01 11:00:00,10Y1001A1001A83F,MAW,B16,28215,2022-01-01 10:00:00
2022-01-01 11:00:00,2022-01-01 12:00:00,10Y1001A1001A83F,MAW,B16,30817,2022-01-01 11:00:00
2022-01-01 12:00:00,2022-01-01 13:00:00,10Y1001A1001A83F,MAW,B16,25303,2022-01-01 12:00:00
2022-01-01 13:00:00,2022-01-01 14:00:00,10Y1001A1001A83F,MAW,B16,15859,2022-01-01 13:00:00
2022-01-01 14:00:00,2022-01-01 15:00:00,10Y1001A1001A83F,MAW,B16,4901,2022-01-01 14:00:00
2022-01-01 15:00:00,2022-01-01 16:00:00,10Y1001A1001A83F,MAW,B16,166,2022-01-01 15:00:00
2022-01-01 16:00:00,2022-01-01 17:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 16:00:00
2022-01-01 17:00:00,2022-01-01 18:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 17:00:00
2022-01-01 18:00:00,2022-01-01 19:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 18:00:00
2022-01-01 19:00:00,2022-01-01 20:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 19:00:00
2022-01-01 20:00:00,2022-01-01 21:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 20:00:00
2022-01-01 21:00:00,2022-01-01 22:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 21:00:00
2022-01-01 22:00:00,2022-01-01 23:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 22:00:00
2022-01-01 23:00:00,2022-01-02 00:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-01 23:00:00
2022-01-02 00:00:00,2022-01-02 01:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 00:00:00
2022-01-02 01:00:00,2022-01-02 02:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 01:00:00
2022-01-02 02:00:00,2022-01-02 03:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 02:00:00
2022-01-02 03:00:00,2022-01-02 04:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 03:00:00
2022-01-02 04:00:00,2022-01-02 05:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 04:00:00
2022-01-02 05:00:00,2022-01-02 06:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 05:00:00
2022-01-02 06:00:00,2022-01-02 07:00:00,10Y1001A1001A83F,MAW,B16,17,2022-01-02 06:00:00
2022-01-02 07:00:00,2022-01-02 08:00:00,10Y1001A1001A83F,MAW,B16,2801,2022-01-02 07:00:00
2022-01-02 08:00:00,2022-01-02 09:00:00,10Y1001A1001A83F,MAW,B16,10724,2022-01-02 08:00:00
2022-01-02 09:00:00,2022-01-02 10:00:00,10Y1001A1001A83F,MAW,B16,18275,2022-01-02 09:00:00
2022-01-02 10:00:00,2022-01-02 11:00:00,10Y1001A1001A83F,MAW,B16,22369,2022-01-02 10:00:00
2022-01-02 11:00:00,2022-01-02 12:00:00,10Y1001A1001A83F,MAW,B16,20298,2022-01-02 11:00:00
2022-01-02 12:00:00,2022-01-02 13:00:00,10Y1001A1001A83F,MAW,B16,15275,2022-01-02 12:00:00
2022-01-02 13:00:00,2022-01-02 14:00:00,10Y1001A1001A83F,MAW,B16,9766,2022-01-02 13:00:00
2022-01-02 14:00:00,2022-01-02 15:00:00,10Y1001A1001A83F,MAW,B16,2971,2022-01-02 14:00:00
2022-01-02 15:00:00,2022-01-02 16:00:00,10Y1001A1001A83F,MAW,B16,52,2022-01-02 15:00:00
2022-01-02 16:00:00,2022-01-02 17:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 16:00:00
2022-01-02 17:00:00,2022-01-02 18:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 17:00:00
2022-01-02 18:00:00,2022-01-02 19:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 18:00:00
2022-01-02 19:00:00,2022-01-02 20:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 19:00:00
2022-01-02 20:00:00,2022-01-02 21:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 20:00:00
2022-01-02 21:00:00,2022-01-02 22:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 21:00:00
2022-01-02 22:00:00,2022-01-02 23:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 22:00:00
2022-01-02 23:00:00,2022-01-03 00:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-02 23:00:00
2022-01-03 00:00:00,2022-01-03 01:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 00:00:00
2022-01-03 01:00:00,2022-01-03 02:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 01:00:00
2022-01-03 02:00:00,2022-01-03 03:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 02:00:00
2022-01-03 03:00:00,2022-01-03 04:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 03:00:00
2022-01-03 04:00:00,2022-01-03 05:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 04:00:00
2022-01-03 05:00:00,2022-01-03 06:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 05:00:00
2022-01-03 06:00:00,2022-01-03 07:00:00,10Y1001A1001A83F,MAW,B16,10,2022-01-03 06:00:00
2022-01-03 07:00:00,2022-01-03 08:00:00,10Y1001A1001A83F,MAW,B16,1458,2022-01-03 07:00:00
2022-01-03 08:00:00,2022-01-03 09:00:00,10Y1001A1001A83F,MAW,B16,8164,2022-01-03 08:00:00
2022-01-03 09:00:00,2022-01-03 10:00:00,10Y1001A1001A83F,MAW,B16,15646,2022-01-03 09:00:00
2022-01-03 10:00:00,2022-01-03 11:00:00,10Y1001A1001A83F,MAW,B16,19883,2022-01-03 10:00:00
2022-01-03 11:00:00,2022-01-03 12:00:00,10Y1001A1001A83F,MAW,B16,19025,2022-01-03 11:00:00
2022-01-03 12:00:00,2022-01-03 13:00:00,10Y1001A1001A83F,MAW,B16,14734,2022-01-03 12:00:00
2022-01-03 13:00:00,2022-01-03 14:00:00,10Y1001A1001A83F,MAW,B16,9062,2022-01-03 13:00:00
2022-01-03 14:00:00,2022-01-03 15:00:00,10Y1001A1001A83F,MAW,B16,2530,2022-01-03 14:00:00
2022-01-03 15:00:00,2022-01-03 16:00:00,10Y1001A1001A83F,MAW,B16,44,2022-01-03 15:00:00
2022-01-03 16:00:00,2022-01-03 17:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 16:00:00
2022-01-03 17:00:00,2022-01-03 18:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 17:00:00
2022-01-03 18:00:00,2022-01-03 19:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 18:00:00
2022-01-03 19:00:00,2022-01-03 20:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 19:00:00
2022-01-03 20:00:00,2022-01-03 21:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 20:00:00
2022-01-03 21:00:00,2022-01-03 22:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 21:00:00
2022-01-03 22:00:00,2022-01-03 23:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 22:00:00
2022-01-03 23:00:00,2022-01-04 00:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-03 23:00:00
2022-01-04 00:00:00,2022-01-04 01:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 00:00:00
2022-01-04 01:00:00,2022-01-04 02:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 01:00:00
2022-01-04 02:00:00,2022-01-04 03:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 02:00:00
2022-01-04 03:00:00,2022-01-04 04:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 03:00:00
2022-01-04 04:00:00,2022-01-04 05:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 04:00:00
2022-01-04 05:00:00,2022-01-04 06:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 05:00:00
2022-01-04 06:00:00,2022-01-04 07:00:00,10Y1001A1001A83F,MAW,B16,7,2022-01-04 06:00:00
2022-01-04 07:00:00,2022-01-04 08:00:00,10Y1001A1001A83F,MAW,B16,532,2022-01-04 07:00:00
2022-01-04 08:00:00,2022-01-04 09:00:00,10Y1001A1001A83F,MAW,B16,2817,2022-01-04 08:00:00
2022-01-04 09:00:00,2022-01-04 10:00:00,10Y1001A1001A83F,MAW,B16,5704,2022-01-04 09:00:00
2022-01-04 10:00:00,2022-01-04 11:00:00,10Y1001A1001A83F,MAW,B16,8471,2022-01-04 10:00:00
2022-01-04 11:00:00,2022-01-04 12:00:00,10Y1001A1001A83F,MAW,B16,10307,2022-01-04 11:00:00
2022-01-04 12:00:00,2022-01-04 13:00:00,10Y1001A1001A83F,MAW,B16,8847,2022-01-04 12:00:00
2022-01-04 13:00:00,2022-01-04 14:00:00,10Y1001A1001A83F,MAW,B16,4257,2022-01-04 13:00:00
2022-01-04 14:00:00,2022-01-04 15:00:00,10Y1001A1001A83F,MAW,B16,1126,2022-01-04 14:00:00
2022-01-04 15:00:00,2022-01-04 16:00:00,10Y1001A1001A83F,MAW,B16,15,2022-01-04 15:00:00
2022-01-04 16:00:00,2022-01-04 17:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 16:00:00
2022-01-04 17:00:00,2022-01-04 18:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 17:00:00
2022-01-04 18:00:00,2022-01-04 19:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 18:00:00
2022-01-04 19:00:00,2022-01-04 20:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 19:00:00
2022-01-04 20:00:00,2022-01-04 21:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 20:00:00
2022-01-04 21:00:00,2022-01-04 22:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 21:00:00
2022-01-04 22:00:00,2022-01-04 23:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 22:00:00
2022-01-04 23:00:00,2022-01-05 00:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-04 23:00:00
2022-01-05 00:00:00,2022-01-05 01:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-05 00:00:00
2022-01-05 01:00:00,2022-01-05 02:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-05 01:00:00
2022-01-05 02:00:00,2022-01-05 03:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-05 02:00:00
2022-01-05 03:00:00,2022-01-05 04:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-05 03:00:00
2022-01-05 04:00:00,2022-01-05 05:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-05 04:00:00
2022-01-05 05:00:00,2022-01-05 06:00:00,10Y1001A1001A83F,MAW,B16,0,2022-01-05 05:00:00
2022-01-05 06:00:00,2022-01-05 07:00:00,10Y1001A1001A83F,MAW,B16,5,2022-01-05 06:00:00
2022-01-05 07:00:00,2022-01-05 08:00:00,10Y1001A1001A83F,MAW,B16,1421,2022-01-05 07:00:00
2022-01-05 08:00:00,2022-01-05 09:00:00,10Y1001A1001A83F,MAW,B16,7227,2022-01-05 08:00:00
2022-01-05 09:00:00,2022-01-05 10:00:00,10Y1001A1001A83F,MAW,B16,16419,2022-01-05 09:00:00
2022-01-05 10:00:00,2022-01-05 11:00:00,10Y1001A1001A83F,MAW,B16,22927,2022-01-05 10:00:00
2022-01-05 11:00:00,2022-01-05 12:00:00,10Y1001A1001A83F,MAW,B16,24022,2022-01-05 11:00:00
2022-01-05 12:00:00,2022-01-05 13:00:00,10Y1001A1001A83F,MAW,B16,19290,2022-01-05 12:00:00
2022-01-05 13:00:00,2022-01-05 14:00:00,10Y1001A1001A83F,MAW,B16,11081,2022-01-05 13:00:00
2022-01-05 14:00:00,2022-01-05 15:00:00,10Y1001A1001A83F,MAW,B16,3103,2022-01-05 14:00:00
