StartTime,EndTime,quantity_B01,quantity_B16,quantity_B18,quantity_B19,total_green_energy,Load
2022-01-01 00:00:00,2022-01-01 01:00:00,511,1,1904,1189,3605,3218
2022-01-01 01:00:00,2022-01-01 02:00:00,519,1,1738,1051,3309,3126
2022-01-01 02:00:00,2022-01-01 03:00:00,558,1,1436,1048,3043,3080
2022-01-01 03:00:00,2022-01-01 04:00:00,468,1,1505,878,2852,3044
2022-01-01 04:00:00,2022-01-01 05:00:00,505,1,1391,827,2724,3130
2022-01-01 05:00:00,2022-01-01 06:00:00,554,1,1407,617,2579,3238
2022-01-01 06:00:00,2022-01-01 07:00:00,720,1,1098,474,2293,3378
2022-01-01 07:00:00,2022-01-01 08:00:00,714,12,734,346,1806,3537
2022-01-01 08:00:00,2022-01-01 09:00:00,675,45,703,232,1655,3714
2022-01-01 09:00:00,2022-01-01 10:00:00,668,67,610,256,1601,3818
2022-01-01 10:00:00,2022-01-01 11:00:00,732,62,653,385,1832,3893
2022-01-01 11:00:00,2022-01-01 12:00:00,649,40,714,501,1904,3943
2022-01-01 12:00:00,2022-01-01 13:00:00,756,20,763,577,2116,3915
2022-01-01 13:00:00,2022-01-01 14:00:00,803,3,893,799,2498,3988
2022-01-01 14:00:00,2022-01-01 15:00:00,851,1,1034,1314,3200,4213
2022-01-01 15:00:00,2022-01-01 16:00:00,875,1,1102,1793,3771,4473
2022-01-01 16:00:00,2022-01-01 17:00:00,850,1,1415,2073,4339,4407
2022-01-01 17:00:00,2022-01-01 18:00:00,838,1,1748,2205,4792,4133
2022-01-01 18:00:00,2022-01-01 19:00:00,693,1,1962,2396,5052,3970
2022-01-01 19:00:00,2022-01-01 20:00:00,545,1,2075,2476,5097,3821
2022-01-01 20:00:00,2022-01-01 21:00:00,472,1,2048,2371,4892,3619
2022-01-01 21:00:00,2022-01-01 22:00:00,415,1,2056,2275,4747,3462
2022-01-01 22:00:00,2022-01-01 23:00:00,365,1,1950,1762,4078,3351
2022-01-01 23:00:00,2022-01-02 00:00:00,361,1,1838,1760,3960,3173
2022-01-02 00:00:00,2022-01-02 01:00:00,353,1,1861,1744,3959,3128
2022-01-02 01:00:00,2022-01-02 02:00:00,384,1,1853,1494,3732,3093
2022-01-02 02:00:00,2022-01-02 03:00:00,421,1,1826,1569,3817,3063
2022-01-02 03:00:00,2022-01-02 04:00:00,344,1,1831,1638,3814,3149
2022-01-02 04:00:00,2022-01-02 05:00:00,395,1,1680,1624,3700,3260
2022-01-02 05:00:00,2022-01-02 06:00:00,423,1,1660,1579,3663,3455
2022-01-02 06:00:00,2022-01-02 07:00:00,548,1,1579,1511,3639,3722
2022-01-02 07:00:00,2022-01-02 08:00:00,575,3,1534,1385,3497,3905
2022-01-02 08:00:00,2022-01-02 09:00:00,651,16,1386,1288,3341,4097
2022-01-02 09:00:00,2022-01-02 10:00:00,710,24,1197,1046,2977,4167
2022-01-02 10:00:00,2022-01-02 11:00:00,716,30,1052,837,2635,4198
2022-01-02 11:00:00,2022-01-02 12:00:00,678,26,736,740,2180,4212
2022-01-02 12:00:00,2022-01-02 13:00:00,754,14,709,736,2213,4191
2022-01-02 13:00:00,2022-01-02 14:00:00,743,2,976,773,2494,4301
2022-01-02 14:00:00,2022-01-02 15:00:00,854,1,1289,929,3073,4521
2022-01-02 15:00:00,2022-01-02 16:00:00,861,1,1436,1280,3578,4873
2022-01-02 16:00:00,2022-01-02 17:00:00,823,1,1747,1618,4189,4735
2022-01-02 17:00:00,2022-01-02 18:00:00,810,1,1908,2078,4797,4433
2022-01-02 18:00:00,2022-01-02 19:00:00,570,1,1997,2317,4885,4183
2022-01-02 19:00:00,2022-01-02 20:00:00,495,1,1970,2262,4728,3974
2022-01-02 20:00:00,2022-01-02 21:00:00,528,1,1839,2014,4382,3769
2022-01-02 21:00:00,2022-01-02 22:00:00,467,1,1747,1733,3948,3559
2022-01-02 22:00:00,2022-01-02 23:00:00,464,1,1585,1565,3615,3394
2022-01-02 23:00:00,2022-01-03 00:00:00,432,1,1395,1596,3424,3345
2022-01-03 00:00:00,2022-01-03 01:00:00,409,1,1284,1579,3273,3308
2022-01-03 01:00:00,2022-01-03 02:00:00,381,1,1132,1783,3297,3285
2022-01-03 02:00:00,2022-01-03 03:00:00,360,1,1396,1943,3700,3361
2022-01-03 03:00:00,2022-01-03 04:00:00,486,1,1725,2100,4312,3584
2022-01-03 04:00:00,2022-01-03 05:00:00,539,1,1852,2414,4806,4201
2022-01-03 05:00:00,2022-01-03 06:00:00,722,1,1846,2464,5033,4772
2022-01-03 06:00:00,2022-01-03 07:00:00,790,1,1970,2401,5162,5079
2022-01-03 07:00:00,2022-01-03 08:00:00,809,12,2032,2900,5753,5072
2022-01-03 08:00:00,2022-01-03 09:00:00,843,38,2071,3072,6024,5190
2022-01-03 09:00:00,2022-01-03 10:00:00,841,65,2086,3280,6272,5246
2022-01-03 10:00:00,2022-01-03 11:00:00,852,83,2091,3356,6382,5134
2022-01-03 11:00:00,2022-01-03 12:00:00,800,84,2088,3418,6390,5078
2022-01-03 12:00:00,2022-01-03 13:00:00,757,59,2060,3433,6309,5043
2022-01-03 13:00:00,2022-01-03 14:00:00,813,14,2081,3470,6378,5021
2022-01-03 14:00:00,2022-01-03 15:00:00,827,1,2035,3498,6361,5200
2022-01-03 15:00:00,2022-01-03 16:00:00,840,1,2070,3571,6482,5535
2022-01-03 16:00:00,2022-01-03 17:00:00,706,1,2000,3444,6151,5326
2022-01-03 17:00:00,2022-01-03 18:00:00,725,1,2013,2844,5583,4973
2022-01-03 18:00:00,2022-01-03 19:00:00,701,1,1955,2384,5041,4586
2022-01-03 19:00:00,2022-01-03 20:00:00,816,1,1650,1984,4451,4316
2022-01-03 20:00:00,2022-01-03 21:00:00,841,1,1527,1711,4080,4040
2022-01-03 21:00:00,2022-01-03 22:00:00,688,1,1481,1522,3692,3758
2022-01-03 22:00:00,2022-01-03 23:00:00,558,1,1401,1278,3238,3577
2022-01-03 23:00:00,2022-01-04 00:00:00,597,1,1293,1042,2933,3488
2022-01-04 00:00:00,2022-01-04 01:00:00,660,1,1191,884,2736,3429
2022-01-04 01:00:00,2022-01-04 02:00:00,745,1,1176,866,2788,3454
2022-01-04 02:00:00,2022-01-04 03:00:00,825,1,1073,845,2744,3528
2022-01-04 03:00:00,2022-01-04 04:00:00,887,1,772,815,2475,3716
2022-01-04 04:00:00,2022-01-04 05:00:00,939,1,705,876,2521,4255
2022-01-04 05:00:00,2022-01-04 06:00:00,928,1,858,982,2769,4878
2022-01-04 06:00:00,2022-01-04 07:00:00,906,1,819,1000,2726,5205
2022-01-04 07:00:00,2022-01-04 08:00:00,887,19,918,1025,2849,5238
2022-01-04 08:00:00,2022-01-04 09:00:00,886,101,1021,1009,3017,5314
2022-01-04 09:00:00,2022-01-04 10:00:00,866,169,1227,1047,3309,5333
2022-01-04 10:00:00,2022-01-04 11:00:00,865,247,1436,1099,3647,5260
2022-01-04 11:00:00,2022-01-04 12:00:00,843,245,1205,1232,3525,5227
2022-01-04 12:00:00,2022-01-04 13:00:00,858,146,1308,1422,3734,5188
2022-01-04 13:00:00,2022-01-04 14:00:00,841,44,1437,1538,3860,5091
2022-01-04 14:00:00,2022-01-04 15:00:00,863,4,1251,1773,3891,5299
2022-01-04 15:00:00,2022-01-04 16:00:00,901,3,1324,1889,4117,5641
2022-01-04 16:00:00,2022-01-04 17:00:00,930,3,1608,1895,4436,5430
2022-01-04 17:00:00,2022-01-04 18:00:00,919,3,1963,2138,5023,5147
2022-01-04 18:00:00,2022-01-04 19:00:00,918,3,1957,2477,5355,4855
2022-01-04 19:00:00,2022-01-04 20:00:00,877,3,1998,2677,5555,4594
2022-01-04 20:00:00,2022-01-04 21:00:00,861,3,2049,2630,5543,4322
2022-01-04 21:00:00,2022-01-04 22:00:00,830,3,2096,2510,5439,4036
2022-01-04 22:00:00,2022-01-04 23:00:00,803,3,2026,2670,5502,3905
2022-01-04 23:00:00,2022-01-05 00:00:00,827,3,2098,2662,5590,3780
2022-01-05 00:00:00,2022-01-05 01:00:00,769,3,2053,2234,5059,3879
2022-01-05 01:00:00,2022-01-05 02:00:00,774,3,2013,2072,4862,3864
2022-01-05 02:00:00,2022-01-05 03:00:00,808,3,2060,1877,4748,3871
2022-01-05 03:00:00,2022-01-05 04:00:00,835,3,2092,1778,4708,3959
2022-01-05 04:00:00,2022-01-05 05:00:00,840,3,2040,1753,4636,4512
2022-01-05 05:00:00,2022-01-05 06:00:00,877,3,1980,1468,4328,5145
2022-01-05 06:00:00,2022-01-05 07:00:00,877,5,1943,1139,3964,5389
2022-01-05 07:00:00,2022-01-05 08:00:00,846,33,1938,875,3692,5428
2022-01-05 08:00:00,2022-01-05 09:00:00,859,115,1954,924,3852,5469
2022-01-05 09:00:00,2022-01-05 10:00:00,889,187,1859,1178,4113,5472
2022-01-05 10:00:00,2022-01-05 11:00:00,902,177,1804,1458,4341,5433
2022-01-05 11:00:00,2022-01-05 12:00:00,898,118,1788,1806,4610,5414
2022-01-05 12:00:00,2022-01-05 13:00:00,886,59,1959,1924,4828,5362
2022-01-05 13:00:00,2022-01-05 14:00:00,853,23,1924,1755,4555,5284
2022-01-05 14:00:00,2022-01-05 15:00:00,907,3,1707,1707,4324,5458
2022-01-05 15:00:00,2022-01-05 16:00:00,921,3,1614,1829,4367,5818
2022-01-05 16:00:00,2022-01-05 17:00:00,843,3,1521,1917,4284,5596
2022-01-05 17:00:00,2022-01-05 18:00:00,831,3,1638,1950,4422,5287
2022-01-05 18:00:00,2022-01-05 19:00:00,785,3,1783,1803,4374,5031
2022-01-05 19:00:00,2022-01-05 20:00:00,806,3,1820,1575,4204,4844
2022-01-05 20:00:00,2022-01-05 21:00:00,803,3,1631,1443,3880,4572
2022-01-05 21:00:00,2022-01-05 22:00:00,865,3,1645,1380,3893,4315
2022-01-05 22:00:00,2022-01-05 23:00:00,834,3,1933,1262,4032,4051
2022-01-05 23:00:00,2022-01-06 00:00:00,839,3,1874,1100,3816,3967
2022-01-06 00:00:00,2022-01-06 01:00:00,833,3,1686,954,3476,3895
2022-01-06 01:00:00,2022-01-06 02:00:00,839,3,1504,739,3085,3864
2022-01-06 02:00:00,2022-01-06 03:00:00,838,3,1387,569,2797,3941
2022-01-06 03:00:00,2022-01-06 04:00:00,847,3,1161,435,2446,4163
2022-01-06 04:00:00,2022-01-06 05:00:00,869,3,898,308,2078,4765
2022-01-06 05:00:00,2022-01-06 06:00:00,854,3,810,242,1909,5371
2022-01-06 06:00:00,2022-01-06 07:00:00,882,5,797,235,1919,5633
2022-01-06 07:00:00,2022-01-06 08:00:00,921,78,650,292,1941,5608
2022-01-06 08:00:00,2022-01-06 09:00:00,898,275,512,379,2064,5592
2022-01-06 09:00:00,2022-01-06 10:00:00,883,449,400,291,2023,5447
2022-01-06 10:00:00,2022-01-06 11:00:00,868,498,348,197,1911,5326
2022-01-06 11:00:00,2022-01-06 12:00:00,869,418,354,166,1807,5293
2022-01-06 12:00:00,2022-01-06 13:00:00,875,196,332,226,1629,5205
2022-01-06 13:00:00,2022-01-06 14:00:00,841,50,295,317,1503,5163
2022-01-06 14:00:00,2022-01-06 15:00:00,848,4,379,493,1724,5410
2022-01-06 15:00:00,2022-01-06 16:00:00,831,3,504,649,1987,5817
2022-01-06 16:00:00,2022-01-06 17:00:00,834,3,743,782,2362,5655
2022-01-06 17:00:00,2022-01-06 18:00:00,820,3,962,942,2727,5309
2022-01-06 18:00:00,2022-01-06 19:00:00,827,3,1127,1059,3016,5009
2022-01-06 19:00:00,2022-01-06 20:00:00,842,3,1235,1142,3222,4730
2022-01-06 20:00:00,2022-01-06 21:00:00,835,3,1335,1351,3524,4498
2022-01-06 21:00:00,2022-01-06 22:00:00,826,3,1446,1463,3738,4232
2022-01-06 22:00:00,2022-01-06 23:00:00,826,3,1556,1645,4030,3987
2022-01-06 23:00:00,2022-01-07 00:00:00,826,3,1737,1827,4393,3853
2022-01-07 00:00:00,2022-01-07 01:00:00,821,3,1774,2081,4679,3869
2022-01-07 01:00:00,2022-01-07 02:00:00,833,3,1958,2433,5227,3872
2022-01-07 02:00:00,2022-01-07 03:00:00,816,3,2029,2630,5478,3852
2022-01-07 03:00:00,2022-01-07 04:00:00,807,3,2040,2728,5578,4171
2022-01-07 04:00:00,2022-01-07 05:00:00,821,3,2064,2853,5741,4794
2022-01-07 05:00:00,2022-01-07 06:00:00,862,3,2055,2741,5661,5394
2022-01-07 06:00:00,2022-01-07 07:00:00,927,3,1968,2445,5343,5609
2022-01-07 07:00:00,2022-01-07 08:00:00,864,8,1583,2243,4698,5619
2022-01-07 08:00:00,2022-01-07 09:00:00,864,46,1845,1908,4663,5591
2022-01-07 09:00:00,2022-01-07 10:00:00,843,84,1869,1804,4600,5597
2022-01-07 10:00:00,2022-01-07 11:00:00,839,142,1880,1619,4480,5519
2022-01-07 11:00:00,2022-01-07 12:00:00,841,191,1917,1546,4495,5388
2022-01-07 12:00:00,2022-01-07 13:00:00,843,98,1714,1455,4110,5191
2022-01-07 13:00:00,2022-01-07 14:00:00,837,18,1687,1371,3913,5138
2022-01-07 14:00:00,2022-01-07 15:00:00,860,4,1386,1340,3590,5283
2022-01-07 15:00:00,2022-01-07 16:00:00,910,3,1259,1160,3332,5579
2022-01-07 16:00:00,2022-01-07 17:00:00,929,3,1297,1304,3533,5438
2022-01-07 17:00:00,2022-01-07 18:00:00,883,3,1588,1315,3789,5066
2022-01-07 18:00:00,2022-01-07 19:00:00,860,3,1566,1280,3709,4717
2022-01-07 19:00:00,2022-01-07 20:00:00,856,3,1459,1189,3507,4432
2022-01-07 20:00:00,2022-01-07 21:00:00,846,3,1390,1136,3375,4267
2022-01-07 21:00:00,2022-01-07 22:00:00,852,3,1452,1156,3463,3991
2022-01-07 22:00:00,2022-01-07 23:00:00,845,3,1194,1263,3305,3824
2022-01-07 23:00:00,2022-01-08 00:00:00,848,3,1016,1229,3096,3685
2022-01-08 00:00:00,2022-01-08 01:00:00,850,3,987,1333,3173,3584
2022-01-08 01:00:00,2022-01-08 02:00:00,852,3,1249,1450,3554,3533
2022-01-08 02:00:00,2022-01-08 03:00:00,831,3,1098,1542,3474,3529
2022-01-08 03:00:00,2022-01-08 04:00:00,856,3,1115,1680,3654,3600
2022-01-08 04:00:00,2022-01-08 05:00:00,848,3,1559,1780,4190,3788
2022-01-08 05:00:00,2022-01-08 06:00:00,860,3,1749,1970,4582,4014
2022-01-08 06:00:00,2022-01-08 07:00:00,863,4,1756,2036,4659,4328
2022-01-08 07:00:00,2022-01-08 08:00:00,899,20,1839,1858,4616,4580
2022-01-08 08:00:00,2022-01-08 09:00:00,916,149,1848,1795,4708,4783
2022-01-08 09:00:00,2022-01-08 10:00:00,907,228,1671,1466,4272,4768
2022-01-08 10:00:00,2022-01-08 11:00:00,925,250,1672,1186,4033,4645
2022-01-08 11:00:00,2022-01-08 12:00:00,921,224,1753,1015,3913,4578
2022-01-08 12:00:00,2022-01-08 13:00:00,913,140,1652,946,3651,4535
2022-01-08 13:00:00,2022-01-08 14:00:00,930,41,1717,904,3592,4581
2022-01-08 14:00:00,2022-01-08 15:00:00,924,4,1775,889,3592,4834
2022-01-08 15:00:00,2022-01-08 16:00:00,925,3,1687,985,3600,5239
2022-01-08 16:00:00,2022-01-08 17:00:00,908,3,1669,1191,3771,5146
2022-01-08 17:00:00,2022-01-08 18:00:00,934,4,1699,1427,4064,4788
2022-01-08 18:00:00,2022-01-08 19:00:00,927,4,1744,1509,4184,4523
2022-01-08 19:00:00,2022-01-08 20:00:00,842,4,1797,1609,4252,4330
2022-01-08 20:00:00,2022-01-08 21:00:00,837,4,1773,1760,4374,4159
2022-01-08 21:00:00,2022-01-08 22:00:00,842,3,1853,1928,4626,3981
2022-01-08 22:00:00,2022-01-08 23:00:00,829,3,1954,2041,4827,3915
2022-01-08 23:00:00,2022-01-09 00:00:00,820,4,2008,2159,4991,3813
2022-01-09 00:00:00,2022-01-09 01:00:00,742,4,2057,2170,4973,3723
2022-01-09 01:00:00,2022-01-09 02:00:00,743,4,2105,2091,4943,3759
2022-01-09 02:00:00,2022-01-09 03:00:00,817,3,2096,2033,4949,3755
2022-01-09 03:00:00,2022-01-09 04:00:00,835,3,2090,1960,4888,3805
2022-01-09 04:00:00,2022-01-09 05:00:00,836,4,2046,1882,4768,3892
2022-01-09 05:00:00,2022-01-09 06:00:00,844,4,2000,1778,4626,4045
2022-01-09 06:00:00,2022-01-09 07:00:00,848,4,1946,1698,4496,4322
2022-01-09 07:00:00,2022-01-09 08:00:00,918,11,1829,1552,4310,4486
2022-01-09 08:00:00,2022-01-09 09:00:00,858,33,1629,1413,3933,4651
2022-01-09 09:00:00,2022-01-09 10:00:00,852,67,1481,1294,3694,4716
2022-01-09 10:00:00,2022-01-09 11:00:00,857,83,1263,1175,3378,4724
2022-01-09 11:00:00,2022-01-09 12:00:00,909,70,1100,1075,3154,4655
2022-01-09 12:00:00,2022-01-09 13:00:00,915,43,998,1036,2992,4602
2022-01-09 13:00:00,2022-01-09 14:00:00,932,13,959,1011,2915,4646
2022-01-09 14:00:00,2022-01-09 15:00:00,1023,3,1191,987,3204,4819
2022-01-09 15:00:00,2022-01-09 16:00:00,1084,3,1177,1019,3283,5241
2022-01-09 16:00:00,2022-01-09 17:00:00,1079,3,1024,1043,3149,5106
2022-01-09 17:00:00,2022-01-09 18:00:00,945,3,932,1049,2929,4812
2022-01-09 18:00:00,2022-01-09 19:00:00,890,3,883,1092,2868,4617
2022-01-09 19:00:00,2022-01-09 20:00:00,873,3,791,1073,2740,4342
2022-01-09 20:00:00,2022-01-09 21:00:00,878,3,717,1037,2635,4114
2022-01-09 21:00:00,2022-01-09 22:00:00,877,3,642,1027,2549,3893
2022-01-09 22:00:00,2022-01-09 23:00:00,854,3,623,1051,2531,3720
2022-01-09 23:00:00,2022-01-10 00:00:00,838,3,747,1020,2608,3619
2022-01-10 00:00:00,2022-01-10 01:00:00,836,3,850,1021,2710,3560
2022-01-10 01:00:00,2022-01-10 02:00:00,835,3,942,998,2778,3545
2022-01-10 02:00:00,2022-01-10 03:00:00,831,3,1160,975,2969,3666
2022-01-10 03:00:00,2022-01-10 04:00:00,830,3,1315,937,3085,3925
2022-01-10 04:00:00,2022-01-10 05:00:00,856,3,1132,896,2887,4531
2022-01-10 05:00:00,2022-01-10 06:00:00,908,3,1103,864,2878,5132
2022-01-10 06:00:00,2022-01-10 07:00:00,976,4,978,831,2789,5384
2022-01-10 07:00:00,2022-01-10 08:00:00,1114,24,958,779,2875,5344
2022-01-10 08:00:00,2022-01-10 09:00:00,1021,79,948,731,2779,5369
2022-01-10 09:00:00,2022-01-10 10:00:00,1039,188,915,704,2846,5342
2022-01-10 10:00:00,2022-01-10 11:00:00,1055,257,838,712,2862,5193
2022-01-10 11:00:00,2022-01-10 12:00:00,1104,265,807,691,2867,5252
2022-01-10 12:00:00,2022-01-10 13:00:00,1039,136,853,651,2679,5191
2022-01-10 13:00:00,2022-01-10 14:00:00,972,29,995,487,2483,5105
2022-01-10 14:00:00,2022-01-10 15:00:00,996,4,972,455,2427,5318
2022-01-10 15:00:00,2022-01-10 16:00:00,1108,3,996,445,2552,5641
2022-01-10 16:00:00,2022-01-10 17:00:00,1093,3,928,473,2497,5485
2022-01-10 17:00:00,2022-01-10 18:00:00,1079,3,905,550,2537,5129
2022-01-10 18:00:00,2022-01-10 19:00:00,1060,3,955,644,2662,4903
2022-01-10 19:00:00,2022-01-10 20:00:00,928,3,930,769,2630,4673
2022-01-10 20:00:00,2022-01-10 21:00:00,905,3,926,911,2745,4426
2022-01-10 21:00:00,2022-01-10 22:00:00,864,3,917,969,2753,4165
2022-01-10 22:00:00,2022-01-10 23:00:00,848,3,924,900,2675,3930
2022-01-10 23:00:00,2022-01-11 00:00:00,833,3,980,831,2647,3816
2022-01-11 00:00:00,2022-01-11 01:00:00,829,3,926,847,2605,3767
2022-01-11 01:00:00,2022-01-11 02:00:00,829,3,893,838,2563,3744
2022-01-11 02:00:00,2022-01-11 03:00:00,828,3,875,819,2525,3803
2022-01-11 03:00:00,2022-01-11 04:00:00,831,3,889,860,2583,4051
2022-01-11 04:00:00,2022-01-11 05:00:00,847,3,977,1018,2845,4659
2022-01-11 05:00:00,2022-01-11 06:00:00,1009,3,1064,1245,3321,5287
2022-01-11 06:00:00,2022-01-11 07:00:00,1042,5,1062,1395,3504,5517
2022-01-11 07:00:00,2022-01-11 08:00:00,1040,25,1106,1515,3686,5498
2022-01-11 08:00:00,2022-01-11 09:00:00,1027,54,1125,1576,3782,5569
2022-01-11 09:00:00,2022-01-11 10:00:00,944,90,1201,1709,3944,5535
2022-01-11 10:00:00,2022-01-11 11:00:00,888,93,1156,1818,3955,5419
2022-01-11 11:00:00,2022-01-11 12:00:00,895,70,1215,1876,4056,5394
2022-01-11 12:00:00,2022-01-11 13:00:00,905,42,1324,1837,4108,5339
2022-01-11 13:00:00,2022-01-11 14:00:00,898,11,1367,1858,4134,5265
2022-01-11 14:00:00,2022-01-11 15:00:00,888,1,1384,1836,4109,5471
2022-01-11 15:00:00,2022-01-11 16:00:00,998,1,1358,1620,3977,5794
2022-01-11 16:00:00,2022-01-11 17:00:00,1001,1,1243,1207,3452,5563
2022-01-11 17:00:00,2022-01-11 18:00:00,892,1,1133,899,2925,5177
2022-01-11 18:00:00,2022-01-11 19:00:00,882,1,1080,705,2668,4875
2022-01-11 19:00:00,2022-01-11 20:00:00,881,1,966,543,2391,4629
2022-01-11 20:00:00,2022-01-11 21:00:00,891,1,772,436,2100,4362
2022-01-11 21:00:00,2022-01-11 22:00:00,897,1,688,367,1953,4076
2022-01-11 22:00:00,2022-01-11 23:00:00,855,1,618,453,1927,3888
2022-01-11 23:00:00,2022-01-12 00:00:00,853,1,629,522,2005,3770
2022-01-12 00:00:00,2022-01-12 01:00:00,846,1,661,563,2071,3708
2022-01-12 01:00:00,2022-01-12 02:00:00,841,1,517,575,1934,3682
2022-01-12 02:00:00,2022-01-12 03:00:00,838,1,449,701,1989,3742
2022-01-12 03:00:00,2022-01-12 04:00:00,834,1,441,761,2037,3993
2022-01-12 04:00:00,2022-01-12 05:00:00,855,1,457,737,2050,4560
2022-01-12 05:00:00,2022-01-12 06:00:00,973,1,398,825,2197,5160
2022-01-12 06:00:00,2022-01-12 07:00:00,1011,2,442,1103,2558,5400
2022-01-12 07:00:00,2022-01-12 08:00:00,1001,30,620,1303,2954,5396
2022-01-12 08:00:00,2022-01-12 09:00:00,1004,101,749,1336,3190,5476
2022-01-12 09:00:00,2022-01-12 10:00:00,902,130,844,1392,3268,5436
2022-01-12 10:00:00,2022-01-12 11:00:00,827,129,911,1485,3352,5338
2022-01-12 11:00:00,2022-01-12 12:00:00,800,111,1102,1649,3662,5311
2022-01-12 12:00:00,2022-01-12 13:00:00,763,89,1260,1892,4004,5259
2022-01-12 13:00:00,2022-01-12 14:00:00,785,24,1463,2024,4296,5107
2022-01-12 14:00:00,2022-01-12 15:00:00,826,3,1457,2058,4344,5228
2022-01-12 15:00:00,2022-01-12 16:00:00,820,3,1413,2159,4395,5603
2022-01-12 16:00:00,2022-01-12 17:00:00,823,3,1465,2150,4441,5365
2022-01-12 17:00:00,2022-01-12 18:00:00,780,3,1709,2229,4721,5057
2022-01-12 18:00:00,2022-01-12 19:00:00,662,3,1806,2411,4882,4782
2022-01-12 19:00:00,2022-01-12 20:00:00,611,3,1861,2592,5067,4514
2022-01-12 20:00:00,2022-01-12 21:00:00,609,3,1862,2753,5227,4234
2022-01-12 21:00:00,2022-01-12 22:00:00,549,3,1861,2877,5290,4025
2022-01-12 22:00:00,2022-01-12 23:00:00,485,3,1873,2771,5132,3839
2022-01-12 23:00:00,2022-01-13 00:00:00,453,3,1934,2885,5275,3711
2022-01-13 00:00:00,2022-01-13 01:00:00,427,3,1911,2876,5217,3641
2022-01-13 01:00:00,2022-01-13 02:00:00,446,3,1993,2780,5222,3602
2022-01-13 02:00:00,2022-01-13 03:00:00,488,3,1958,2770,5219,3713
2022-01-13 03:00:00,2022-01-13 04:00:00,435,3,1918,2685,5041,3943
2022-01-13 04:00:00,2022-01-13 05:00:00,465,3,1987,2678,5133,4460
2022-01-13 05:00:00,2022-01-13 06:00:00,611,3,2008,2501,5123,5105
2022-01-13 06:00:00,2022-01-13 07:00:00,587,3,2001,2756,5347,5373
2022-01-13 07:00:00,2022-01-13 08:00:00,509,28,2010,2962,5509,5253
2022-01-13 08:00:00,2022-01-13 09:00:00,525,110,2003,3061,5699,5319
2022-01-13 09:00:00,2022-01-13 10:00:00,524,153,1981,3055,5713,5337
2022-01-13 10:00:00,2022-01-13 11:00:00,526,172,1941,3151,5790,5257
2022-01-13 11:00:00,2022-01-13 12:00:00,526,143,1931,2941,5541,5350
2022-01-13 12:00:00,2022-01-13 13:00:00,550,111,1911,2948,5520,5265
2022-01-13 13:00:00,2022-01-13 14:00:00,500,55,1903,2815,5273,5139
2022-01-13 14:00:00,2022-01-13 15:00:00,553,7,1910,3029,5499,5272
2022-01-13 15:00:00,2022-01-13 16:00:00,621,3,1986,3120,5730,5685
2022-01-13 16:00:00,2022-01-13 17:00:00,531,3,1925,3239,5698,5528
2022-01-13 17:00:00,2022-01-13 18:00:00,489,3,1905,2916,5313,5206
2022-01-13 18:00:00,2022-01-13 19:00:00,429,3,1948,2829,5209,4916
2022-01-13 19:00:00,2022-01-13 20:00:00,420,3,1905,2698,5026,4661
2022-01-13 20:00:00,2022-01-13 21:00:00,401,3,1999,2663,5066,4424
2022-01-13 21:00:00,2022-01-13 22:00:00,418,3,1934,3058,5413,4106
2022-01-13 22:00:00,2022-01-13 23:00:00,376,3,1828,2598,4805,3951
2022-01-13 23:00:00,2022-01-14 00:00:00,351,3,1797,2477,4628,3856
2022-01-14 00:00:00,2022-01-14 01:00:00,350,3,1813,2402,4568,3785
2022-01-14 01:00:00,2022-01-14 02:00:00,363,3,1784,2419,4569,3740
2022-01-14 02:00:00,2022-01-14 03:00:00,359,3,1813,2385,4560,3777
2022-01-14 03:00:00,2022-01-14 04:00:00,370,3,1862,2375,4610,3991
2022-01-14 04:00:00,2022-01-14 05:00:00,470,3,1850,2314,4637,4573
2022-01-14 05:00:00,2022-01-14 06:00:00,582,3,1741,2611,4937,5186
2022-01-14 06:00:00,2022-01-14 07:00:00,599,4,1633,2729,4965,5362
2022-01-14 07:00:00,2022-01-14 08:00:00,613,62,1722,2739,5136,5331
2022-01-14 08:00:00,2022-01-14 09:00:00,637,223,1957,2247,5064,5336
2022-01-14 09:00:00,2022-01-14 10:00:00,628,419,1947,2046,5040,5272
2022-01-14 10:00:00,2022-01-14 11:00:00,585,533,1886,2016,5020,5126
2022-01-14 11:00:00,2022-01-14 12:00:00,572,488,1855,1900,4815,5000
2022-01-14 12:00:00,2022-01-14 13:00:00,495,325,1784,1695,4299,4862
2022-01-14 13:00:00,2022-01-14 14:00:00,569,102,1787,1395,3853,4795
2022-01-14 14:00:00,2022-01-14 15:00:00,647,8,1647,1243,3545,4987
2022-01-14 15:00:00,2022-01-14 16:00:00,791,3,1367,1281,3442,5319
2022-01-14 16:00:00,2022-01-14 17:00:00,768,3,1309,1288,3368,5164
2022-01-14 17:00:00,2022-01-14 18:00:00,846,3,1247,1203,3299,4808
2022-01-14 18:00:00,2022-01-14 19:00:00,903,3,1110,1048,3064,4488
2022-01-14 19:00:00,2022-01-14 20:00:00,938,4,944,891,2777,4273
2022-01-14 20:00:00,2022-01-14 21:00:00,874,4,698,693,2269,4091
2022-01-14 21:00:00,2022-01-14 22:00:00,878,5,568,600,2051,3902
2022-01-14 22:00:00,2022-01-14 23:00:00,900,4,447,500,1851,3758
