StartTime,EndTime,quantity_B01,quantity_B09,quantity_B10,quantity_B11,quantity_B12,quantity_B16,quantity_B18,quantity_B19,total_green_energy,Load
2022-01-01 00:00:00,2022-01-01 01:00:00,683,640,131,1951,200,0,,2140,5745.0,19756
2022-01-01 01:00:00,2022-01-01 02:00:00,670,639,700,1831,155,0,,2233,6228.0,18685
2022-01-01 02:00:00,2022-01-01 03:00:00,656,648,735,1842,158,0,,2368,6407.0,18124
2022-01-01 03:00:00,2022-01-01 04:00:00,649,648,334,1818,160,0,,2151,5760.0,18400
2022-01-01 04:00:00,2022-01-01 05:00:00,644,649,299,1930,159,0,,1820,5501.0,19223
2022-01-01 05:00:00,2022-01-01 06:00:00,642,648,702,2192,206,43,,1793,6226.0,19738
2022-01-01 06:00:00,2022-01-01 07:00:00,644,648,682,2484,239,900,,1759,7356.0,20289
2022-01-01 07:00:00,2022-01-01 08:00:00,649,647,632,2204,201,2457,,1847,8637.0,21469
2022-01-01 08:00:00,2022-01-01 09:00:00,647,647,133,2056,184,3817,,1648,9132.0,22735
2022-01-01 09:00:00,2022-01-01 10:00:00,649,649,132,2083,196,4427,,1685,9821.0,23636
2022-01-01 10:00:00,2022-01-01 11:00:00,661,650,107,2069,246,4720,,1951,10404.0,24182
2022-01-01 11:00:00,2022-01-01 12:00:00,656,635,63,2000,201,4516,,2296,10367.0,23270
2022-01-01 12:00:00,2022-01-01 13:00:00,646,635,430,1877,184,3544,,2561,9877.0,22755
2022-01-01 13:00:00,2022-01-01 14:00:00,648,634,47,2147,221,1603,,2476,7776.0,22881
2022-01-01 14:00:00,2022-01-01 15:00:00,642,634,123,2674,477,154,,2404,7108.0,23818
2022-01-01 15:00:00,2022-01-01 16:00:00,687,645,1325,3212,716,0,,2222,8807.0,26742
2022-01-01 16:00:00,2022-01-01 17:00:00,702,652,1789,3372,502,0,,1983,9000.0,27672
2022-01-01 17:00:00,2022-01-01 18:00:00,707,652,2266,3357,552,0,,1742,9276.0,28393
2022-01-01 18:00:00,2022-01-01 19:00:00,697,653,2003,2929,742,0,,1490,8514.0,27996
2022-01-01 19:00:00,2022-01-01 20:00:00,698,653,1310,2653,745,0,,1359,7418.0,26693
2022-01-01 20:00:00,2022-01-01 21:00:00,654,653,243,2433,582,0,,1391,5956.0,24635
2022-01-01 21:00:00,2022-01-01 22:00:00,632,653,131,2059,279,0,,1357,5111.0,22404
2022-01-01 22:00:00,2022-01-01 23:00:00,661,652,166,2049,145,0,,1371,5044.0,20428
2022-01-01 23:00:00,2022-01-02 00:00:00,660,651,717,1723,152,0,,1416,5319.0,18989
2022-01-02 00:00:00,2022-01-02 01:00:00,649,651,884,1622,120,0,,1365,5291.0,18083
2022-01-02 01:00:00,2022-01-02 02:00:00,643,651,1157,1601,119,0,,1343,5514.0,17740
2022-01-02 02:00:00,2022-01-02 03:00:00,642,651,1317,1638,129,0,,1236,5613.0,17737
2022-01-02 03:00:00,2022-01-02 04:00:00,640,651,926,1648,129,0,,1219,5213.0,18409
2022-01-02 04:00:00,2022-01-02 05:00:00,642,651,742,1803,154,0,,1071,5063.0,19869
2022-01-02 05:00:00,2022-01-02 06:00:00,633,651,300,2033,219,46,,961,4843.0,21148
2022-01-02 06:00:00,2022-01-02 07:00:00,643,652,160,2317,331,759,,874,5736.0,22332
2022-01-02 07:00:00,2022-01-02 08:00:00,662,652,237,2325,267,2022,,798,6963.0,23775
2022-01-02 08:00:00,2022-01-02 09:00:00,657,651,154,2499,352,3251,,826,8390.0,24697
2022-01-02 09:00:00,2022-01-02 10:00:00,668,651,68,2504,390,4117,,1011,9409.0,25360
2022-01-02 10:00:00,2022-01-02 11:00:00,656,651,84,2492,364,4476,,1376,10099.0,26123
2022-01-02 11:00:00,2022-01-02 12:00:00,650,651,97,2366,368,4047,,1840,10019.0,25308
2022-01-02 12:00:00,2022-01-02 13:00:00,640,652,165,1971,230,2778,,2186,8622.0,24751
2022-01-02 13:00:00,2022-01-02 14:00:00,640,653,68,2039,272,1221,,2420,7313.0,24918
2022-01-02 14:00:00,2022-01-02 15:00:00,650,653,227,2389,305,118,,2616,6958.0,26049
2022-01-02 15:00:00,2022-01-02 16:00:00,664,651,1678,3016,549,4,,2905,9467.0,28970
2022-01-02 16:00:00,2022-01-02 17:00:00,682,651,1637,3207,493,0,,3142,9812.0,30088
2022-01-02 17:00:00,2022-01-02 18:00:00,684,651,1610,3261,446,0,,3217,9869.0,30781
2022-01-02 18:00:00,2022-01-02 19:00:00,684,651,1201,2926,389,0,,3593,9444.0,29662
2022-01-02 19:00:00,2022-01-02 20:00:00,651,651,114,2377,180,0,,3520,7493.0,27563
2022-01-02 20:00:00,2022-01-02 21:00:00,621,651,301,2009,124,0,,3541,7247.0,25326
2022-01-02 21:00:00,2022-01-02 22:00:00,589,651,253,1857,107,0,,3484,6941.0,22897
2022-01-02 22:00:00,2022-01-02 23:00:00,615,651,928,1750,104,0,,3684,7732.0,20859
2022-01-02 23:00:00,2022-01-03 00:00:00,613,651,1096,1632,122,0,,3719,7833.0,19413
2022-01-03 00:00:00,2022-01-03 01:00:00,618,651,1186,1584,127,0,,3753,7919.0,18841
2022-01-03 01:00:00,2022-01-03 02:00:00,603,651,1451,1566,114,0,,3715,8100.0,18543
2022-01-03 02:00:00,2022-01-03 03:00:00,600,651,1606,1623,112,0,,3714,8306.0,19052
2022-01-03 03:00:00,2022-01-03 04:00:00,598,651,1822,1633,105,0,,3563,8372.0,20705
2022-01-03 04:00:00,2022-01-03 05:00:00,607,651,121,1690,121,0,,3363,6553.0,24670
2022-01-03 05:00:00,2022-01-03 06:00:00,630,650,5,2185,241,47,,3372,7130.0,28930
2022-01-03 06:00:00,2022-01-03 07:00:00,633,650,177,3335,441,844,,3171,9251.0,32665
2022-01-03 07:00:00,2022-01-03 08:00:00,649,650,181,3429,511,2348,,2760,10528.0,35378
2022-01-03 08:00:00,2022-01-03 09:00:00,653,646,115,2608,395,3523,,2779,10719.0,35696
2022-01-03 09:00:00,2022-01-03 10:00:00,633,642,116,2231,222,3823,,3150,10817.0,35706
2022-01-03 10:00:00,2022-01-03 11:00:00,623,648,61,2003,216,3770,,3270,10591.0,34695
2022-01-03 11:00:00,2022-01-03 12:00:00,620,651,29,2011,216,3327,,3477,10331.0,34343
2022-01-03 12:00:00,2022-01-03 13:00:00,632,652,28,2057,217,2322,,3518,9426.0,34803
2022-01-03 13:00:00,2022-01-03 14:00:00,646,652,189,2356,281,1217,,3172,8513.0,35188
2022-01-03 14:00:00,2022-01-03 15:00:00,649,651,264,3135,448,192,,2981,8320.0,36242
2022-01-03 15:00:00,2022-01-03 16:00:00,649,651,300,4410,916,24,,2782,9732.0,38273
2022-01-03 16:00:00,2022-01-03 17:00:00,649,652,185,4456,698,0,,2815,9455.0,38007
2022-01-03 17:00:00,2022-01-03 18:00:00,648,652,106,4020,587,0,,2669,8682.0,37629
2022-01-03 18:00:00,2022-01-03 19:00:00,654,651,211,2885,612,0,,2740,7753.0,35243
2022-01-03 19:00:00,2022-01-03 20:00:00,656,645,15,2349,334,0,,2640,6639.0,32509
2022-01-03 20:00:00,2022-01-03 21:00:00,638,642,81,1915,158,0,,2873,6307.0,29132
2022-01-03 21:00:00,2022-01-03 22:00:00,600,645,48,1734,151,0,,3056,6234.0,26221
2022-01-03 22:00:00,2022-01-03 23:00:00,626,651,9,1729,136,0,,2975,6126.0,23813
2022-01-03 23:00:00,2022-01-04 00:00:00,625,651,7,1571,134,0,,3047,6035.0,22311
2022-01-04 00:00:00,2022-01-04 01:00:00,625,651,81,1553,122,0,,3094,6126.0,21366
2022-01-04 01:00:00,2022-01-04 02:00:00,625,651,228,1541,121,0,,3518,6684.0,21079
2022-01-04 02:00:00,2022-01-04 03:00:00,625,651,601,1541,127,0,,3753,7298.0,21376
2022-01-04 03:00:00,2022-01-04 04:00:00,630,651,601,1535,126,0,,3836,7379.0,22797
2022-01-04 04:00:00,2022-01-04 05:00:00,627,651,76,1629,180,0,,3926,7089.0,26625
2022-01-04 05:00:00,2022-01-04 06:00:00,625,650,50,1854,351,45,,4111,7686.0,30832
2022-01-04 06:00:00,2022-01-04 07:00:00,627,650,200,2458,396,687,,4125,9143.0,34806
2022-01-04 07:00:00,2022-01-04 08:00:00,622,649,193,2838,353,1899,,3873,10427.0,36950
2022-01-04 08:00:00,2022-01-04 09:00:00,618,649,115,3011,356,3158,,3822,11729.0,37370
2022-01-04 09:00:00,2022-01-04 10:00:00,616,649,645,2786,323,3672,,4068,12759.0,37404
2022-01-04 10:00:00,2022-01-04 11:00:00,622,649,843,2580,261,3649,,4345,12949.0,36515
2022-01-04 11:00:00,2022-01-04 12:00:00,622,650,840,2599,240,3296,,4520,12767.0,35879
2022-01-04 12:00:00,2022-01-04 13:00:00,622,649,1061,2563,244,2357,,4930,12426.0,36285
2022-01-04 13:00:00,2022-01-04 14:00:00,620,650,819,2547,309,1119,,4995,11059.0,36395
2022-01-04 14:00:00,2022-01-04 15:00:00,619,650,180,2800,430,176,,5157,10012.0,37175
2022-01-04 15:00:00,2022-01-04 16:00:00,621,650,186,3547,628,18,,5218,10868.0,38809
2022-01-04 16:00:00,2022-01-04 17:00:00,623,650,53,3416,513,0,,5217,10472.0,38606
2022-01-04 17:00:00,2022-01-04 18:00:00,630,650,52,2976,503,0,,5290,10101.0,38158
2022-01-04 18:00:00,2022-01-04 19:00:00,619,648,84,2367,336,0,,5147,9201.0,35807
2022-01-04 19:00:00,2022-01-04 20:00:00,618,648,82,2033,283,0,,5129,8793.0,33021
2022-01-04 20:00:00,2022-01-04 21:00:00,625,649,8,1815,267,0,,5119,8483.0,29495
2022-01-04 21:00:00,2022-01-04 22:00:00,589,650,3,1809,232,0,,4993,8276.0,26393
2022-01-04 22:00:00,2022-01-04 23:00:00,598,650,548,1716,137,0,,5048,8697.0,23875
2022-01-04 23:00:00,2022-01-05 00:00:00,619,650,730,1646,145,0,,5030,8820.0,22316
2022-01-05 00:00:00,2022-01-05 01:00:00,624,649,1102,1586,112,0,,4938,9011.0,21457
2022-01-05 01:00:00,2022-01-05 02:00:00,612,649,1300,1580,110,0,,5076,9327.0,21328
2022-01-05 02:00:00,2022-01-05 03:00:00,570,649,1303,1595,117,0,,4908,9142.0,21548
2022-01-05 03:00:00,2022-01-05 04:00:00,570,649,1165,1636,162,0,,5014,9196.0,23074
2022-01-05 04:00:00,2022-01-05 05:00:00,583,649,12,1754,167,0,,4869,8034.0,26683
2022-01-05 05:00:00,2022-01-05 06:00:00,585,649,56,2162,435,57,,4658,8602.0,30651
2022-01-05 06:00:00,2022-01-05 07:00:00,594,646,362,3419,630,824,,4452,10927.0,34278
2022-01-05 07:00:00,2022-01-05 08:00:00,585,646,771,3573,548,2278,,4259,12660.0,36402
2022-01-05 08:00:00,2022-01-05 09:00:00,585,636,516,2866,503,3243,,4371,12720.0,36448
2022-01-05 09:00:00,2022-01-05 10:00:00,587,637,115,2252,430,3847,,4376,12244.0,36161
2022-01-05 10:00:00,2022-01-05 11:00:00,586,646,48,2111,293,4064,,4494,12242.0,35419
2022-01-05 11:00:00,2022-01-05 12:00:00,561,647,29,2095,290,3542,,4601,11765.0,34559
2022-01-05 12:00:00,2022-01-05 13:00:00,555,649,32,2188,313,2592,,4782,11111.0,35010
2022-01-05 13:00:00,2022-01-05 14:00:00,545,650,428,2720,465,1126,,5049,10983.0,35036
2022-01-05 14:00:00,2022-01-05 15:00:00,556,650,518,3573,601,159,,5086,11143.0,36026
2022-01-05 15:00:00,2022-01-05 16:00:00,617,649,685,4457,772,13,,5633,12826.0,37864
2022-01-05 16:00:00,2022-01-05 17:00:00,614,650,807,4632,832,0,,6065,13600.0,38054
2022-01-05 17:00:00,2022-01-05 18:00:00,626,650,763,4203,882,0,,6278,13402.0,37569
2022-01-05 18:00:00,2022-01-05 19:00:00,630,650,510,2803,627,0,,6343,11563.0,35162
2022-01-05 19:00:00,2022-01-05 20:00:00,562,650,50,2332,411,0,,6252,10257.0,32140
2022-01-05 20:00:00,2022-01-05 21:00:00,559,650,4,2187,375,0,,5920,9695.0,28971
2022-01-05 21:00:00,2022-01-05 22:00:00,540,650,23,2058,305,0,,5673,9249.0,26109
2022-01-05 22:00:00,2022-01-05 23:00:00,556,650,203,2181,281,0,,5689,9560.0,23797
2022-01-05 23:00:00,2022-01-06 00:00:00,558,652,120,2150,400,0,,5303,9183.0,22257
2022-01-06 00:00:00,2022-01-06 01:00:00,558,654,122,1853,235,0,,5079,8501.0,21403
2022-01-06 01:00:00,2022-01-06 02:00:00,560,655,205,1771,164,0,,4663,8018.0,20860
2022-01-06 02:00:00,2022-01-06 03:00:00,559,656,83,1789,169,0,,3951,7207.0,20830
2022-01-06 03:00:00,2022-01-06 04:00:00,566,652,46,1799,174,0,,3057,6294.0,21359
2022-01-06 04:00:00,2022-01-06 05:00:00,557,647,28,2025,191,0,,2172,5620.0,22470
2022-01-06 05:00:00,2022-01-06 06:00:00,560,647,583,2983,432,28,,1934,7167.0,24291
2022-01-06 06:00:00,2022-01-06 07:00:00,602,647,863,3907,691,498,,1760,8968.0,25936
2022-01-06 07:00:00,2022-01-06 08:00:00,615,647,1191,4122,977,1805,,1577,10934.0,27884
2022-01-06 08:00:00,2022-01-06 09:00:00,611,647,1076,3351,960,3372,,1479,11496.0,29106
2022-01-06 09:00:00,2022-01-06 10:00:00,623,647,295,2796,705,3798,,1518,10382.0,29169
2022-01-06 10:00:00,2022-01-06 11:00:00,623,654,190,2507,452,4308,,1595,10329.0,29057
2022-01-06 11:00:00,2022-01-06 12:00:00,619,654,259,2073,345,3862,,1483,9295.0,27238
2022-01-06 12:00:00,2022-01-06 13:00:00,618,654,255,2037,346,3054,,1402,8366.0,26974
2022-01-06 13:00:00,2022-01-06 14:00:00,620,655,340,2214,428,1467,,1304,7028.0,27105
2022-01-06 14:00:00,2022-01-06 15:00:00,635,655,683,2593,457,226,,1156,6405.0,27979
2022-01-06 15:00:00,2022-01-06 16:00:00,635,655,832,3959,712,13,,1163,7969.0,31157
2022-01-06 16:00:00,2022-01-06 17:00:00,633,655,430,4691,968,0,,1271,8648.0,32505
2022-01-06 17:00:00,2022-01-06 18:00:00,635,655,408,3874,886,0,,1342,7800.0,32972
2022-01-06 18:00:00,2022-01-06 19:00:00,636,655,121,2870,595,0,,1527,6404.0,31777
2022-01-06 19:00:00,2022-01-06 20:00:00,572,655,75,2303,324,0,,1684,5613.0,29627
2022-01-06 20:00:00,2022-01-06 21:00:00,567,655,64,2129,314,0,,1902,5631.0,27348
2022-01-06 21:00:00,2022-01-06 22:00:00,542,655,68,1936,185,0,,2006,5392.0,24725
2022-01-06 22:00:00,2022-01-06 23:00:00,562,656,14,1834,123,0,,2094,5283.0,22992
2022-01-06 23:00:00,2022-01-07 00:00:00,564,656,168,1692,130,0,,2294,5504.0,21386
2022-01-07 00:00:00,2022-01-07 01:00:00,566,656,376,1672,130,0,,2532,5932.0,20609
2022-01-07 01:00:00,2022-01-07 02:00:00,567,656,336,1688,136,0,,2711,6094.0,20460
2022-01-07 02:00:00,2022-01-07 03:00:00,561,656,230,1700,142,0,,3106,6395.0,20816
2022-01-07 03:00:00,2022-01-07 04:00:00,564,656,20,1871,141,0,,3479,6731.0,22275
2022-01-07 04:00:00,2022-01-07 05:00:00,566,656,11,1968,223,0,,3749,7173.0,26081
2022-01-07 05:00:00,2022-01-07 06:00:00,572,656,340,2435,440,10,,3681,8134.0,29831
2022-01-07 06:00:00,2022-01-07 07:00:00,600,656,628,3106,580,573,,3725,9868.0,32797
2022-01-07 07:00:00,2022-01-07 08:00:00,602,655,632,3602,553,2275,,3812,12131.0,34710
2022-01-07 08:00:00,2022-01-07 09:00:00,627,654,402,3389,543,4440,,3605,13660.0,35433
2022-01-07 09:00:00,2022-01-07 10:00:00,624,654,169,2487,449,5400,,3477,13260.0,34919
2022-01-07 10:00:00,2022-01-07 11:00:00,602,657,180,2292,428,5589,,3437,13185.0,34330
2022-01-07 11:00:00,2022-01-07 12:00:00,589,657,231,2183,373,4938,,3460,12431.0,33466
2022-01-07 12:00:00,2022-01-07 13:00:00,611,657,33,2186,437,3228,,3453,10605.0,33507
2022-01-07 13:00:00,2022-01-07 14:00:00,614,649,37,2564,516,1485,,3433,9298.0,33812
2022-01-07 14:00:00,2022-01-07 15:00:00,622,650,214,3326,587,242,,3365,9006.0,35054
2022-01-07 15:00:00,2022-01-07 16:00:00,618,657,288,4581,839,18,,3305,10306.0,38172
2022-01-07 16:00:00,2022-01-07 17:00:00,619,659,399,4983,1006,0,,3205,10871.0,38629
2022-01-07 17:00:00,2022-01-07 18:00:00,622,658,575,4651,740,0,,3187,10433.0,38417
2022-01-07 18:00:00,2022-01-07 19:00:00,621,657,262,3766,609,0,,3050,8965.0,36227
2022-01-07 19:00:00,2022-01-07 20:00:00,561,657,277,2579,304,0,,2716,7094.0,33343
2022-01-07 20:00:00,2022-01-07 21:00:00,555,657,49,2180,183,0,,2735,6359.0,30090
2022-01-07 21:00:00,2022-01-07 22:00:00,533,657,3,1975,161,0,,2663,5992.0,27169
2022-01-07 22:00:00,2022-01-07 23:00:00,551,657,3,1813,191,0,,2560,5775.0,24784
2022-01-07 23:00:00,2022-01-08 00:00:00,556,657,2,1635,124,0,,2688,5662.0,23317
2022-01-08 00:00:00,2022-01-08 01:00:00,555,657,145,1545,126,0,,2964,5992.0,22441
2022-01-08 01:00:00,2022-01-08 02:00:00,554,657,168,1507,126,0,,3282,6294.0,22024
2022-01-08 02:00:00,2022-01-08 03:00:00,553,657,323,1517,132,0,,3376,6558.0,22037
2022-01-08 03:00:00,2022-01-08 04:00:00,553,657,253,1557,125,0,,3622,6767.0,22884
2022-01-08 04:00:00,2022-01-08 05:00:00,552,657,3,1657,125,0,,3650,6644.0,25201
2022-01-08 05:00:00,2022-01-08 06:00:00,571,657,69,1948,407,10,,3479,7141.0,27606
2022-01-08 06:00:00,2022-01-08 07:00:00,611,657,359,2684,490,679,,3417,8897.0,29716
2022-01-08 07:00:00,2022-01-08 08:00:00,613,657,394,2513,483,2395,,3190,10245.0,31611
2022-01-08 08:00:00,2022-01-08 09:00:00,622,657,557,2454,456,4368,,3200,12314.0,32033
2022-01-08 09:00:00,2022-01-08 10:00:00,644,657,514,2074,397,5386,,3187,12859.0,31403
2022-01-08 10:00:00,2022-01-08 11:00:00,653,658,733,1846,214,5447,,3249,12800.0,30581
2022-01-08 11:00:00,2022-01-08 12:00:00,652,658,564,1786,213,4805,,3583,12261.0,29560
2022-01-08 12:00:00,2022-01-08 13:00:00,654,658,536,1759,214,3611,,3802,11234.0,29300
2022-01-08 13:00:00,2022-01-08 14:00:00,656,658,266,1789,220,1737,,3803,9129.0,29757
2022-01-08 14:00:00,2022-01-08 15:00:00,654,658,284,2281,506,302,,3648,8333.0,31078
2022-01-08 15:00:00,2022-01-08 16:00:00,652,656,368,3414,832,5,,3570,9497.0,34594
2022-01-08 16:00:00,2022-01-08 17:00:00,666,656,336,3746,832,0,,3500,9736.0,36017
2022-01-08 17:00:00,2022-01-08 18:00:00,666,656,449,3691,784,0,,3478,9724.0,36486
2022-01-08 18:00:00,2022-01-08 19:00:00,666,656,392,3187,757,0,,3217,8875.0,34469
2022-01-08 19:00:00,2022-01-08 20:00:00,667,655,179,2327,416,0,,2949,7193.0,31761
2022-01-08 20:00:00,2022-01-08 21:00:00,673,656,52,1935,151,0,,2890,6357.0,29176
2022-01-08 21:00:00,2022-01-08 22:00:00,599,656,10,1745,233,0,,2852,6095.0,26534
2022-01-08 22:00:00,2022-01-08 23:00:00,616,656,33,1782,96,0,,3139,6322.0,24397
2022-01-08 23:00:00,2022-01-09 00:00:00,617,656,55,1712,119,0,,3232,6391.0,22471
2022-01-09 00:00:00,2022-01-09 01:00:00,615,656,32,1554,115,0,,3222,6194.0,21364
2022-01-09 01:00:00,2022-01-09 02:00:00,614,649,179,1551,115,0,,3136,6244.0,20827
2022-01-09 02:00:00,2022-01-09 03:00:00,615,642,239,1593,108,0,,2908,6105.0,20920
2022-01-09 03:00:00,2022-01-09 04:00:00,619,653,400,1635,108,0,,2776,6191.0,21428
2022-01-09 04:00:00,2022-01-09 05:00:00,618,653,479,1666,105,0,,3012,6533.0,22836
2022-01-09 05:00:00,2022-01-09 06:00:00,612,652,158,1799,130,58,,3769,7178.0,24309
2022-01-09 06:00:00,2022-01-09 07:00:00,617,653,391,2430,200,666,,4179,9136.0,25699
2022-01-09 07:00:00,2022-01-09 08:00:00,613,652,328,2260,163,1928,,4180,10124.0,27828
2022-01-09 08:00:00,2022-01-09 09:00:00,621,653,304,2759,231,3009,,4282,11859.0,29848
2022-01-09 09:00:00,2022-01-09 10:00:00,614,653,261,3179,528,3540,,4526,13301.0,30967
2022-01-09 10:00:00,2022-01-09 11:00:00,613,655,172,3008,537,3073,,4390,12448.0,31067
2022-01-09 11:00:00,2022-01-09 12:00:00,608,655,154,3180,564,2412,,4001,11574.0,29777
2022-01-09 12:00:00,2022-01-09 13:00:00,613,655,697,3237,553,1699,,3309,10763.0,29246
2022-01-09 13:00:00,2022-01-09 14:00:00,607,655,1057,2931,721,954,,3217,10142.0,29206
2022-01-09 14:00:00,2022-01-09 15:00:00,603,655,949,2736,783,164,,3140,9030.0,29949
2022-01-09 15:00:00,2022-01-09 16:00:00,647,656,791,3470,834,6,,3257,9661.0,32839
2022-01-09 16:00:00,2022-01-09 17:00:00,623,644,698,3717,903,0,,3559,10144.0,34144
2022-01-09 17:00:00,2022-01-09 18:00:00,624,634,656,3291,829,0,,3769,9803.0,34934
2022-01-09 18:00:00,2022-01-09 19:00:00,625,656,683,3187,809,0,,3822,9782.0,33638
2022-01-09 19:00:00,2022-01-09 20:00:00,604,656,190,2677,632,0,,4070,8829.0,31415
2022-01-09 20:00:00,2022-01-09 21:00:00,607,656,157,2102,300,0,,4659,8481.0,28706
2022-01-09 21:00:00,2022-01-09 22:00:00,573,657,30,1782,126,0,,5175,8343.0,25750
2022-01-09 22:00:00,2022-01-09 23:00:00,607,657,254,1743,103,0,,5280,8644.0,23368
2022-01-09 23:00:00,2022-01-10 00:00:00,608,657,677,1564,106,0,,5063,8675.0,21998
2022-01-10 00:00:00,2022-01-10 01:00:00,609,657,800,1544,92,0,,4986,8688.0,21420
2022-01-10 01:00:00,2022-01-10 02:00:00,610,658,646,1536,93,0,,4580,8123.0,21319
2022-01-10 02:00:00,2022-01-10 03:00:00,607,658,318,1512,98,0,,4433,7626.0,21908
2022-01-10 03:00:00,2022-01-10 04:00:00,609,658,30,1531,101,0,,4592,7521.0,24281
2022-01-10 04:00:00,2022-01-10 05:00:00,660,658,128,1848,255,0,,4699,8248.0,30474
2022-01-10 05:00:00,2022-01-10 06:00:00,658,652,665,2712,645,6,,4870,10208.0,37249
2022-01-10 06:00:00,2022-01-10 07:00:00,665,644,838,4442,839,408,,5029,12865.0,42412
2022-01-10 07:00:00,2022-01-10 08:00:00,666,644,675,4791,805,1505,,5226,14312.0,44946
2022-01-10 08:00:00,2022-01-10 09:00:00,664,644,455,4263,713,2489,,5495,14723.0,45117
2022-01-10 09:00:00,2022-01-10 10:00:00,668,644,336,3725,736,3073,,5855,15037.0,44791
2022-01-10 10:00:00,2022-01-10 11:00:00,669,644,346,2507,603,3390,,6154,14313.0,43029
2022-01-10 11:00:00,2022-01-10 12:00:00,674,645,93,2414,577,3843,,6476,14722.0,43396
2022-01-10 12:00:00,2022-01-10 13:00:00,668,642,253,2508,584,2842,,6834,14331.0,43917
2022-01-10 13:00:00,2022-01-10 14:00:00,659,642,195,2817,708,1524,,7249,13794.0,44337
2022-01-10 14:00:00,2022-01-10 15:00:00,680,642,490,3206,805,260,,7074,13157.0,44729
2022-01-10 15:00:00,2022-01-10 16:00:00,687,642,545,4557,875,3,,7039,14348.0,46287
2022-01-10 16:00:00,2022-01-10 17:00:00,691,642,601,4542,877,0,,6773,14126.0,45510
2022-01-10 17:00:00,2022-01-10 18:00:00,697,643,351,3908,786,0,,6605,12990.0,44555
2022-01-10 18:00:00,2022-01-10 19:00:00,695,643,322,2871,634,0,,6448,11613.0,41932
2022-01-10 19:00:00,2022-01-10 20:00:00,678,643,82,2083,411,0,,6099,9996.0,38615
2022-01-10 20:00:00,2022-01-10 21:00:00,663,643,2,1805,285,0,,6048,9446.0,34607
2022-01-10 21:00:00,2022-01-10 22:00:00,585,643,3,1722,182,0,,6167,9302.0,31242
2022-01-10 22:00:00,2022-01-10 23:00:00,589,642,4,1608,133,0,,6340,9316.0,28557
2022-01-10 23:00:00,2022-01-11 00:00:00,581,643,115,1523,141,0,,6606,9609.0,26981
2022-01-11 00:00:00,2022-01-11 01:00:00,569,643,597,1465,134,0,,6850,10258.0,26138
2022-01-11 01:00:00,2022-01-11 02:00:00,571,643,1441,1478,133,0,,7056,11322.0,25862
2022-01-11 02:00:00,2022-01-11 03:00:00,567,644,1431,1444,139,0,,6948,11173.0,26254
2022-01-11 03:00:00,2022-01-11 04:00:00,575,645,910,1527,139,0,,6894,10690.0,28108
2022-01-11 04:00:00,2022-01-11 05:00:00,576,641,385,1897,232,0,,6783,10514.0,33411
2022-01-11 05:00:00,2022-01-11 06:00:00,570,630,637,3170,555,15,,6567,12144.0,39735
2022-01-11 06:00:00,2022-01-11 07:00:00,571,631,711,4513,956,529,,6746,14657.0,44754
2022-01-11 07:00:00,2022-01-11 08:00:00,552,631,581,4311,997,1815,,6839,15726.0,46355
2022-01-11 08:00:00,2022-01-11 09:00:00,562,632,492,3197,810,3871,,7108,16672.0,46236
2022-01-11 09:00:00,2022-01-11 10:00:00,591,629,290,2734,428,5258,,7355,17285.0,45782
2022-01-11 10:00:00,2022-01-11 11:00:00,582,627,108,2482,494,5615,,7212,17120.0,43535
2022-01-11 11:00:00,2022-01-11 12:00:00,574,627,4,2307,409,5385,,7257,16563.0,42748
2022-01-11 12:00:00,2022-01-11 13:00:00,589,626,32,2128,458,3969,,7268,15070.0,43332
2022-01-11 13:00:00,2022-01-11 14:00:00,602,626,246,2850,586,1766,,7286,13962.0,43646
2022-01-11 14:00:00,2022-01-11 15:00:00,626,627,325,3351,707,357,,7278,13271.0,44625
2022-01-11 15:00:00,2022-01-11 16:00:00,694,638,563,4696,990,19,,7318,14918.0,46385
2022-01-11 16:00:00,2022-01-11 17:00:00,696,640,739,4544,1022,0,,7139,14780.0,45827
2022-01-11 17:00:00,2022-01-11 18:00:00,704,640,477,3893,899,0,,6950,13563.0,44911
2022-01-11 18:00:00,2022-01-11 19:00:00,696,640,1126,2628,611,0,,6892,12593.0,42122
2022-01-11 19:00:00,2022-01-11 20:00:00,616,640,723,2034,414,0,,6875,11302.0,38957
2022-01-11 20:00:00,2022-01-11 21:00:00,587,640,4,1660,225,0,,6797,9913.0,34949
2022-01-11 21:00:00,2022-01-11 22:00:00,554,640,500,1609,140,0,,6765,10208.0,31522
2022-01-11 22:00:00,2022-01-11 23:00:00,551,641,552,1570,62,0,,6698,10074.0,28689
2022-01-11 23:00:00,2022-01-12 00:00:00,549,641,589,1396,69,0,,6432,9676.0,26931
2022-01-12 00:00:00,2022-01-12 01:00:00,554,641,584,1348,61,0,,6152,9340.0,26123
2022-01-12 01:00:00,2022-01-12 02:00:00,553,641,981,1308,61,0,,5730,9274.0,26030
2022-01-12 02:00:00,2022-01-12 03:00:00,551,641,1274,1349,61,0,,5326,9202.0,26615
2022-01-12 03:00:00,2022-01-12 04:00:00,575,641,128,1383,62,0,,5123,7912.0,28547
2022-01-12 04:00:00,2022-01-12 05:00:00,653,640,336,1557,194,0,,5099,8479.0,33981
2022-01-12 05:00:00,2022-01-12 06:00:00,653,627,840,3098,395,24,,5111,10748.0,40543
2022-01-12 06:00:00,2022-01-12 07:00:00,657,620,1027,3956,777,826,,5333,13196.0,45140
