StartTime,EndTime,quantity_B01,quantity_B09,quantity_B10,quantity_B11,quantity_B12,quantity_B15,quantity_B16,quantity_B18,quantity_B19,total_green_energy,Load
2022-01-01 00:00:00,2022-01-01 01:00:00,17295,104,14490,5690,378,504,0,23112,95800,157373,165125
2022-01-01 01:00:00,2022-01-01 02:00:00,17322,106,14738,5683,132,504,0,21798,91464,151747,160415
2022-01-01 02:00:00,2022-01-01 03:00:00,17343,108,16031,5685,167,504,0,21818,86282,147938,158035
2022-01-01 03:00:00,2022-01-01 04:00:00,17354,108,15190,5676,299,504,0,21773,80912,141816,157016
2022-01-01 04:00:00,2022-01-01 05:00:00,17401,108,13054,5637,270,504,0,17212,77784,131970,154552
2022-01-01 05:00:00,2022-01-01 06:00:00,17573,108,10861,5640,132,504,0,18988,75539,129345,154275
2022-01-01 06:00:00,2022-01-01 07:00:00,17839,108,9205,5652,152,504,7,18877,70492,122836,157356
2022-01-01 07:00:00,2022-01-01 08:00:00,18149,108,8717,5713,130,504,2175,16437,65575,117508,163000
2022-01-01 08:00:00,2022-01-01 09:00:00,18229,100,6395,5739,86,504,10187,16631,61218,119089,171858
2022-01-01 09:00:00,2022-01-01 10:00:00,18235,88,6388,5759,93,504,20112,16091,53701,120971,179829
2022-01-01 10:00:00,2022-01-01 11:00:00,18071,75,6819,5744,137,504,28215,17729,45898,123192,188335
2022-01-01 11:00:00,2022-01-01 12:00:00,17918,68,6627,5708,100,504,30817,20767,39805,122314,188528
2022-01-01 12:00:00,2022-01-01 13:00:00,17853,68,10226,5707,167,504,25303,22541,34783,117152,184922
2022-01-01 13:00:00,2022-01-01 14:00:00,17952,68,11386,5684,361,504,15859,23767,33238,108819,182733
2022-01-01 14:00:00,2022-01-01 15:00:00,18166,72,9664,5666,265,504,4901,24208,36258,99704,183467
2022-01-01 15:00:00,2022-01-01 16:00:00,18451,72,13250,5648,132,504,166,24503,44378,107104,195571
2022-01-01 16:00:00,2022-01-01 17:00:00,18518,81,15312,5615,140,504,0,24220,53395,117785,207259
2022-01-01 17:00:00,2022-01-01 18:00:00,18590,87,15691,5597,125,504,0,24213,61855,126662,208694
2022-01-01 18:00:00,2022-01-01 19:00:00,18372,89,13187,5600,143,504,0,24412,69095,131402,203720
2022-01-01 19:00:00,2022-01-01 20:00:00,17988,100,7906,5614,166,504,0,25190,71955,129423,196041
2022-01-01 20:00:00,2022-01-01 21:00:00,17750,104,7363,5630,156,504,0,26157,73594,131258,191635
2022-01-01 21:00:00,2022-01-01 22:00:00,17587,108,7056,5609,385,504,0,27148,74567,132964,187527
2022-01-01 22:00:00,2022-01-01 23:00:00,17455,109,6456,5583,132,504,0,27827,75714,133780,176366
2022-01-01 23:00:00,2022-01-02 00:00:00,17242,112,17663,5534,213,504,0,27734,74877,143879,170078
2022-01-02 00:00:00,2022-01-02 01:00:00,17313,110,19511,5535,254,504,0,27313,74062,144602,164923
2022-01-02 01:00:00,2022-01-02 02:00:00,17326,110,18994,5529,520,504,0,26571,72507,142061,162519
2022-01-02 02:00:00,2022-01-02 03:00:00,17325,108,18505,5522,506,504,0,24881,74839,142190,162753
2022-01-02 03:00:00,2022-01-02 04:00:00,17368,107,18753,5513,539,504,0,24274,72383,139441,163004
2022-01-02 04:00:00,2022-01-02 05:00:00,17432,104,16442,5505,471,504,0,25189,72108,137755,162453
2022-01-02 05:00:00,2022-01-02 06:00:00,17612,104,10021,5495,163,504,0,23348,76162,133409,162596
2022-01-02 06:00:00,2022-01-02 07:00:00,17871,104,10947,5482,98,504,17,21701,84604,141328,171915
2022-01-02 07:00:00,2022-01-02 08:00:00,18135,103,11029,5483,135,504,2801,22052,90534,150776,185202
2022-01-02 08:00:00,2022-01-02 09:00:00,18273,100,9638,5488,132,504,10724,20431,95388,160678,195494
2022-01-02 09:00:00,2022-01-02 10:00:00,18298,98,7746,5523,153,504,18275,22233,100958,173788,205032
2022-01-02 10:00:00,2022-01-02 11:00:00,18119,93,6252,5529,162,504,22369,25154,107843,186025,216802
2022-01-02 11:00:00,2022-01-02 12:00:00,17836,90,6427,5495,198,504,20298,24647,116895,192390,217096
2022-01-02 12:00:00,2022-01-02 13:00:00,17725,89,8355,5481,132,504,15275,24073,122835,194469,212695
2022-01-02 13:00:00,2022-01-02 14:00:00,17698,88,8376,5485,218,504,9766,22387,128901,193423,210911
2022-01-02 14:00:00,2022-01-02 15:00:00,17798,88,9597,5464,175,504,2971,23993,133692,194282,214431
2022-01-02 15:00:00,2022-01-02 16:00:00,18089,88,7897,5433,361,504,52,25258,139078,196760,225625
2022-01-02 16:00:00,2022-01-02 17:00:00,18323,89,5165,5418,210,504,0,25548,142671,197928,235222
2022-01-02 17:00:00,2022-01-02 18:00:00,18463,88,6338,5433,418,504,0,26309,143058,200611,234292
2022-01-02 18:00:00,2022-01-02 19:00:00,18404,88,9009,5431,580,504,0,27161,136914,198091,227205
2022-01-02 19:00:00,2022-01-02 20:00:00,18246,88,10612,5420,318,504,0,27839,133403,196430,216385
2022-01-02 20:00:00,2022-01-02 21:00:00,17966,91,10939,5420,180,504,0,26119,126559,187778,208694
2022-01-02 21:00:00,2022-01-02 22:00:00,17720,92,13146,5423,212,504,0,23576,121041,181714,200590
2022-01-02 22:00:00,2022-01-02 23:00:00,17454,92,11378,5431,94,504,0,24363,117742,177058,188411
2022-01-02 23:00:00,2022-01-03 00:00:00,17185,93,16865,5405,341,504,0,25061,112268,177722,179879
2022-01-03 00:00:00,2022-01-03 01:00:00,17161,96,19446,5406,434,504,0,23647,106066,172760,173128
2022-01-03 01:00:00,2022-01-03 02:00:00,17150,96,19675,5420,494,504,0,22845,101508,167692,170685
2022-01-03 02:00:00,2022-01-03 03:00:00,17053,96,18651,5432,530,504,0,22671,102403,167340,173478
2022-01-03 03:00:00,2022-01-03 04:00:00,17180,96,13464,5458,355,504,0,23810,110330,171197,181772
2022-01-03 04:00:00,2022-01-03 05:00:00,17283,95,7327,5455,354,504,0,24392,129451,184861,199216
2022-01-03 05:00:00,2022-01-03 06:00:00,17595,93,6081,5459,218,504,0,24524,146670,201144,228635
2022-01-03 06:00:00,2022-01-03 07:00:00,17997,96,6043,5459,576,504,10,24219,148171,203075,250878
2022-01-03 07:00:00,2022-01-03 08:00:00,18298,96,8372,5459,280,504,1458,24274,145399,204140,261928
2022-01-03 08:00:00,2022-01-03 09:00:00,18277,96,8845,5502,179,504,8164,23683,142445,207695,267001
2022-01-03 09:00:00,2022-01-03 10:00:00,18132,96,5617,5497,159,504,15646,22619,144008,212278,272754
2022-01-03 10:00:00,2022-01-03 11:00:00,17972,96,5502,5477,183,504,19883,22545,146783,218945,279273
2022-01-03 11:00:00,2022-01-03 12:00:00,17852,96,7407,5457,226,504,19025,22525,144841,217933,280238
2022-01-03 12:00:00,2022-01-03 13:00:00,17848,96,5959,5451,109,504,14734,22565,142033,209299,275534
2022-01-03 13:00:00,2022-01-03 14:00:00,18022,96,5457,5451,249,504,9062,22601,136771,198213,272737
2022-01-03 14:00:00,2022-01-03 15:00:00,18315,96,8875,5437,145,504,2530,22605,131551,190058,268449
2022-01-03 15:00:00,2022-01-03 16:00:00,18653,99,15472,5419,101,542,44,22610,129488,192428,273844
2022-01-03 16:00:00,2022-01-03 17:00:00,18749,100,14650,5425,183,559,0,22216,128634,190516,281315
2022-01-03 17:00:00,2022-01-03 18:00:00,18764,100,9522,5432,431,545,0,21792,128444,185030,278636
2022-01-03 18:00:00,2022-01-03 19:00:00,18591,100,8643,5439,471,525,0,21635,121020,176424,268893
2022-01-03 19:00:00,2022-01-03 20:00:00,18230,100,7507,5427,401,532,0,20493,113669,166359,251772
2022-01-03 20:00:00,2022-01-03 21:00:00,17765,100,9834,5376,511,540,0,20874,106303,161303,238359
2022-01-03 21:00:00,2022-01-03 22:00:00,17549,100,10499,5384,181,538,0,21882,97663,153796,225141
2022-01-03 22:00:00,2022-01-03 23:00:00,17369,104,11645,5417,177,547,0,21176,89538,145973,211453
2022-01-03 23:00:00,2022-01-04 00:00:00,17391,104,18203,5423,567,561,0,21251,84204,147704,200166
2022-01-04 00:00:00,2022-01-04 01:00:00,17383,102,20059,5420,783,524,0,18501,79682,142454,192525
2022-01-04 01:00:00,2022-01-04 02:00:00,17345,104,18205,5434,814,524,0,15290,74111,131827,190963
2022-01-04 02:00:00,2022-01-04 03:00:00,17353,104,16548,5449,695,524,0,12932,69168,122773,193124
2022-01-04 03:00:00,2022-01-04 04:00:00,17486,104,13533,5444,367,531,0,10166,63827,111458,199292
2022-01-04 04:00:00,2022-01-04 05:00:00,17634,104,9502,5424,149,596,0,10373,59460,103242,213215
2022-01-04 05:00:00,2022-01-04 06:00:00,17980,102,6551,5419,204,716,0,12862,55456,99290,235791
2022-01-04 06:00:00,2022-01-04 07:00:00,18574,104,11815,5434,539,720,7,13214,52227,102634,254271
2022-01-04 07:00:00,2022-01-04 08:00:00,18787,101,14024,5468,504,720,532,12608,49584,102328,265425
2022-01-04 08:00:00,2022-01-04 09:00:00,18802,100,17342,5504,549,720,2817,11792,46650,104276,269692
2022-01-04 09:00:00,2022-01-04 10:00:00,18657,98,17369,5531,358,720,5704,13920,47329,109686,272977
2022-01-04 10:00:00,2022-01-04 11:00:00,18556,96,14391,5517,448,720,8471,15144,47938,111281,278605
2022-01-04 11:00:00,2022-01-04 12:00:00,18357,94,8040,5514,348,720,10307,19020,48163,110563,277806
2022-01-04 12:00:00,2022-01-04 13:00:00,18192,92,3815,5496,401,720,8847,22543,50116,110222,273462
2022-01-04 13:00:00,2022-01-04 14:00:00,18115,92,4915,5488,542,720,4257,22451,52912,109492,271398
2022-01-04 14:00:00,2022-01-04 15:00:00,18222,92,6905,5497,529,720,1126,24764,55370,113225,271699
2022-01-04 15:00:00,2022-01-04 16:00:00,18463,93,10070,5515,239,720,15,23855,59869,118839,275108
2022-01-04 16:00:00,2022-01-04 17:00:00,18663,96,12603,5505,207,720,0,23980,62299,124073,280297
2022-01-04 17:00:00,2022-01-04 18:00:00,18638,96,7736,5473,175,720,0,24025,62245,119108,277994
2022-01-04 18:00:00,2022-01-04 19:00:00,18336,96,5838,5464,233,720,0,25568,63785,120040,270170
2022-01-04 19:00:00,2022-01-04 20:00:00,17875,100,5747,5446,280,720,0,26583,63014,119765,254412
2022-01-04 20:00:00,2022-01-04 21:00:00,17632,103,5552,5461,198,723,0,25980,61773,117422,242520
2022-01-04 21:00:00,2022-01-04 22:00:00,17459,105,7763,5479,194,724,0,27880,60827,120431,230236
2022-01-04 22:00:00,2022-01-04 23:00:00,17196,108,12100,5477,304,698,0,28956,61977,126816,216521
2022-01-04 23:00:00,2022-01-05 00:00:00,16941,108,15952,5434,349,556,0,28630,66915,134885,207787
2022-01-05 00:00:00,2022-01-05 01:00:00,16828,108,21570,5477,176,554,0,27623,74502,146838,200502
2022-01-05 01:00:00,2022-01-05 02:00:00,16839,112,22898,5478,223,560,0,26342,85739,158191,199264
2022-01-05 02:00:00,2022-01-05 03:00:00,16915,112,22173,5414,250,561,0,24977,95035,165437,204027
2022-01-05 03:00:00,2022-01-05 04:00:00,17065,110,18641,5411,139,563,0,24367,101084,167380,211423
2022-01-05 04:00:00,2022-01-05 05:00:00,17064,108,16206,5432,160,563,0,24409,109956,173898,227155
2022-01-05 05:00:00,2022-01-05 06:00:00,17400,106,5711,5430,215,577,0,23305,118729,171473,251452
2022-01-05 06:00:00,2022-01-05 07:00:00,17979,108,5662,5438,287,612,5,23275,126043,179409,272135
2022-01-05 07:00:00,2022-01-05 08:00:00,18282,105,6739,5449,584,612,1421,23294,130928,187414,282406
2022-01-05 08:00:00,2022-01-05 09:00:00,18262,104,6229,5475,371,612,7227,23443,135000,196723,287659
2022-01-05 09:00:00,2022-01-05 10:00:00,17985,107,6904,5508,347,602,16419,23426,140431,211729,292886
2022-01-05 10:00:00,2022-01-05 11:00:00,17877,108,7751,5557,436,572,22927,23480,143338,222046,297686
2022-01-05 11:00:00,2022-01-05 12:00:00,17712,108,10281,5582,260,572,24022,23501,148018,230056,296793
2022-01-05 12:00:00,2022-01-05 13:00:00,17689,108,6927,5603,272,572,19290,22717,150002,223180,291680
2022-01-05 13:00:00,2022-01-05 14:00:00,17787,108,3728,5616,185,572,11081,20995,149702,209774,287193
2022-01-05 14:00:00,2022-01-05 15:00:00,17983,108,5372,5613,302,582,3103,20683,146714,200460,284429
2022-01-05 15:00:00,2022-01-05 16:00:00,18323,108,11954,5622,506,681,99,20110,137913,195316,288704
2022-01-05 16:00:00,2022-01-05 17:00:00,18498,108,12421,5641,182,728,0,20099,133553,191230,294780
2022-01-05 17:00:00,2022-01-05 18:00:00,18430,108,4372,5600,189,731,0,19357,132080,180867,291879
2022-01-05 18:00:00,2022-01-05 19:00:00,18240,108,6403,5642,181,705,0,20314,127346,178939,282592
2022-01-05 19:00:00,2022-01-05 20:00:00,17858,108,9296,5647,203,588,0,20430,119694,173824,265578
2022-01-05 20:00:00,2022-01-05 21:00:00,17588,109,12346,5658,109,565,0,20640,112358,169373,253115
2022-01-05 21:00:00,2022-01-05 22:00:00,17426,112,13310,5678,109,564,0,21595,105372,164166,240686
2022-01-05 22:00:00,2022-01-05 23:00:00,17257,114,13888,5624,97,573,0,22141,100120,159814,226271
2022-01-05 23:00:00,2022-01-06 00:00:00,17151,109,17078,5578,237,591,0,21459,94216,156419,218188
2022-01-06 00:00:00,2022-01-06 01:00:00,17145,100,15867,5576,130,621,0,23185,84820,147444,212791
2022-01-06 01:00:00,2022-01-06 02:00:00,17083,90,15799,5568,76,720,0,25886,75342,140564,209749
2022-01-06 02:00:00,2022-01-06 03:00:00,17084,80,14640,5542,433,720,0,25444,65987,129930,208091
2022-01-06 03:00:00,2022-01-06 04:00:00,17218,79,10346,5519,66,720,0,21559,63095,118602,212166
2022-01-06 04:00:00,2022-01-06 05:00:00,17389,76,8766,5515,82,720,0,16678,59727,108953,219986
2022-01-06 05:00:00,2022-01-06 06:00:00,17849,76,11554,5492,210,738,0,11782,52800,100501,235912
2022-01-06 06:00:00,2022-01-06 07:00:00,18442,76,16641,5480,299,732,6,8804,45523,96003,252192
2022-01-06 07:00:00,2022-01-06 08:00:00,18365,76,19082,5457,653,732,2801,5397,40256,92819,257922
2022-01-06 08:00:00,2022-01-06 09:00:00,19051,81,14184,5481,317,732,15046,3602,33222,91716,262160
2022-01-06 09:00:00,2022-01-06 10:00:00,18999,87,10247,5487,208,732,30061,2648,27560,96029,263766
2022-01-06 10:00:00,2022-01-06 11:00:00,18758,88,6200,5494,260,732,41045,2662,22535,97774,265922
2022-01-06 11:00:00,2022-01-06 12:00:00,18490,88,3703,5501,163,732,43857,3869,19593,95996,262184
2022-01-06 12:00:00,2022-01-06 13:00:00,18457,88,4271,5431,243,732,37577,6089,17158,90046,255998
2022-01-06 13:00:00,2022-01-06 14:00:00,18455,89,9174,5418,333,735,23398,7337,14529,79468,251343
2022-01-06 14:00:00,2022-01-06 15:00:00,18729,88,11644,5404,383,736,6849,8617,15453,67903,249755
2022-01-06 15:00:00,2022-01-06 16:00:00,19086,97,11912,5370,205,734,177,12876,22762,73219,258153
2022-01-06 16:00:00,2022-01-06 17:00:00,19191,104,11824,5377,229,734,0,17967,33141,88567,270955
2022-01-06 17:00:00,2022-01-06 18:00:00,19138,107,9936,5379,332,732,0,19828,44522,99974,271299
2022-01-06 18:00:00,2022-01-06 19:00:00,18826,108,6676,5428,388,735,0,23649,53986,109796,266511
2022-01-06 19:00:00,2022-01-06 20:00:00,18449,108,7920,5426,286,740,0,26117,61480,120526,255356
2022-01-06 20:00:00,2022-01-06 21:00:00,18385,109,6418,5399,265,737,0,24575,67029,122917,244941
2022-01-06 21:00:00,2022-01-06 22:00:00,18167,112,12510,5382,126,721,0,24100,69664,130782,237085
2022-01-06 22:00:00,2022-01-06 23:00:00,18062,114,16535,5407,155,701,0,24124,73417,138515,225569
2022-01-06 23:00:00,2022-01-07 00:00:00,17866,105,19340,5442,112,606,0,24326,76932,144729,213543
2022-01-07 00:00:00,2022-01-07 01:00:00,17857,96,21200,5441,236,568,0,24350,80952,150700,208118
2022-01-07 01:00:00,2022-01-07 02:00:00,17835,96,21932,5402,234,568,0,24221,86853,157141,205425
2022-01-07 02:00:00,2022-01-07 03:00:00,17819,96,21190,5383,331,568,0,24242,91161,160790,207491
2022-01-07 03:00:00,2022-01-07 04:00:00,17908,96,19385,5391,423,569,0,24958,92756,161486,215732
2022-01-07 04:00:00,2022-01-07 05:00:00,18011,92,15286,5394,332,664,0,24991,97046,161816,228451
2022-01-07 05:00:00,2022-01-07 06:00:00,18383,88,10032,5356,294,728,0,25991,104448,165320,251254
2022-01-07 06:00:00,2022-01-07 07:00:00,18857,91,6039,5356,373,732,14,25946,108491,165899,270575
2022-01-07 07:00:00,2022-01-07 08:00:00,19055,90,4545,5370,457,732,1889,26177,107911,166226,280999
2022-01-07 08:00:00,2022-01-07 09:00:00,18975,88,2842,5390,395,732,7215,27076,103680,166393,287473
2022-01-07 09:00:00,2022-01-07 10:00:00,18996,88,4731,5416,376,732,12422,27435,100021,170217,290000
2022-01-07 10:00:00,2022-01-07 11:00:00,18835,88,4250,5420,379,732,16213,27643,96792,170352,293335
2022-01-07 11:00:00,2022-01-07 12:00:00,18629,90,2369,5396,434,734,16030,27436,91051,162169,291698
2022-01-07 12:00:00,2022-01-07 13:00:00,18567,89,4038,5385,469,739,11785,26906,87723,155701,284178
2022-01-07 13:00:00,2022-01-07 14:00:00,18639,94,8544,5352,529,740,6235,26042,81350,147525,281387
2022-01-07 14:00:00,2022-01-07 15:00:00,18914,76,12094,5345,346,740,1765,25792,76903,141975,279075
2022-01-07 15:00:00,2022-01-07 16:00:00,19246,75,17319,5351,551,739,54,23405,76741,143481,281797
2022-01-07 16:00:00,2022-01-07 17:00:00,19366,75,22297,5345,662,739,0,20577,77705,146766,286304
2022-01-07 17:00:00,2022-01-07 18:00:00,19384,81,22359,5348,406,740,0,18049,75359,141726,279756
2022-01-07 18:00:00,2022-01-07 19:00:00,19220,91,17089,5342,265,740,0,17411,72899,133057,268767
2022-01-07 19:00:00,2022-01-07 20:00:00,18828,101,9024,5344,174,736,0,16983,71283,122473,254714
2022-01-07 20:00:00,2022-01-07 21:00:00,18344,111,5459,5334,118,736,0,14825,69922,114849,243344
2022-01-07 21:00:00,2022-01-07 22:00:00,18060,112,6262,5323,91,736,0,15307,64983,110874,233075
2022-01-07 22:00:00,2022-01-07 23:00:00,17929,112,6732,5298,121,736,0,13027,61384,105339,220002
2022-01-07 23:00:00,2022-01-08 00:00:00,17808,112,10038,5274,71,740,0,14760,58904,107707,208255
2022-01-08 00:00:00,2022-01-08 01:00:00,17747,113,10872,5286,81,740,0,14475,55969,105283,200464
2022-01-08 01:00:00,2022-01-08 02:00:00,17769,116,14542,5273,83,740,0,15234,54319,108076,198416
2022-01-08 02:00:00,2022-01-08 03:00:00,17735,115,11937,5249,153,740,0,14185,53316,103430,197674
2022-01-08 03:00:00,2022-01-08 04:00:00,17803,113,8985,5228,284,740,0,12932,51314,97399,196406
2022-01-08 04:00:00,2022-01-08 05:00:00,17919,112,9917,5248,263,735,0,15150,51546,100890,197312
2022-01-08 05:00:00,2022-01-08 06:00:00,18188,108,7420,5231,244,736,0,15269,51865,99061,202582
2022-01-08 06:00:00,2022-01-08 07:00:00,18685,108,8473,5244,222,733,6,15275,53118,101864,212921
2022-01-08 07:00:00,2022-01-08 08:00:00,19070,106,10881,5257,323,736,971,16446,57768,111558,226184
2022-01-08 08:00:00,2022-01-08 09:00:00,19078,104,12542,5266,632,736,5458,17595,56065,117476,239720
2022-01-08 09:00:00,2022-01-08 10:00:00,19036,104,10287,5244,319,736,11831,20160,55653,123370,246040
2022-01-08 10:00:00,2022-01-08 11:00:00,18846,106,9480,5222,208,736,17799,23654,55193,131244,251743
2022-01-08 11:00:00,2022-01-08 12:00:00,18578,108,4726,5231,252,736,19874,26909,58695,135109,251065
2022-01-08 12:00:00,2022-01-08 13:00:00,18391,108,3041,5231,276,736,17432,27778,66768,139761,246925
2022-01-08 13:00:00,2022-01-08 14:00:00,18264,108,3847,5241,112,736,11575,28329,71363,139575,244262
2022-01-08 14:00:00,2022-01-08 15:00:00,18426,108,3541,5209,204,718,3664,28638,77911,138419,246748
2022-01-08 15:00:00,2022-01-08 16:00:00,18604,108,3661,5183,135,704,94,28582,89128,146199,256149
2022-01-08 16:00:00,2022-01-08 17:00:00,18838,108,4934,5178,370,704,0,26947,101735,158814,268367
2022-01-08 17:00:00,2022-01-08 18:00:00,18884,108,3708,5183,111,692,0,25437,112077,166200,266198
2022-01-08 18:00:00,2022-01-08 19:00:00,18680,108,4727,5205,115,621,0,24517,119546,173519,257467
2022-01-08 19:00:00,2022-01-08 20:00:00,18380,108,6850,5171,114,587,0,24828,123501,179539,244227
2022-01-08 20:00:00,2022-01-08 21:00:00,18195,111,8139,5148,116,586,0,24064,126047,182406,235472
2022-01-08 21:00:00,2022-01-08 22:00:00,17979,112,13003,5160,169,568,0,23493,124780,185264,228617
2022-01-08 22:00:00,2022-01-08 23:00:00,17882,115,19759,5177,205,518,0,22738,123154,189548,217037
2022-01-08 23:00:00,2022-01-09 00:00:00,17792,116,19434,5112,284,540,0,22484,120119,185881,205466
2022-01-09 00:00:00,2022-01-09 01:00:00,17711,116,21243,5124,373,520,0,19761,114809,179657,197997
2022-01-09 01:00:00,2022-01-09 02:00:00,17684,115,18645,5138,511,516,0,18950,109353,170912,193653
2022-01-09 02:00:00,2022-01-09 03:00:00,17712,112,20262,5101,332,516,0,17483,105530,167048,191070
2022-01-09 03:00:00,2022-01-09 04:00:00,17726,112,22488,5118,527,516,0,18924,99459,164870,192888
2022-01-09 04:00:00,2022-01-09 05:00:00,17817,108,19336,5142,329,516,0,19279,97093,159620,190586
2022-01-09 05:00:00,2022-01-09 06:00:00,18076,104,18241,5127,344,528,0,21799,99133,163352,192030
2022-01-09 06:00:00,2022-01-09 07:00:00,18262,104,15586,5153,345,562,6,21960,98006,159984,200301
2022-01-09 07:00:00,2022-01-09 08:00:00,18406,107,7727,5142,365,623,873,23115,95030,151388,212439
2022-01-09 08:00:00,2022-01-09 09:00:00,18455,104,5637,5175,543,716,4986,23576,89347,148539,227524
2022-01-09 09:00:00,2022-01-09 10:00:00,18540,104,4660,5185,487,729,11127,23917,83659,148408,235864
2022-01-09 10:00:00,2022-01-09 11:00:00,18504,104,4216,5184,710,730,16826,23418,77863,147555,242909
2022-01-09 11:00:00,2022-01-09 12:00:00,18392,107,3434,5214,428,732,18565,20762,72973,140607,240097
2022-01-09 12:00:00,2022-01-09 13:00:00,18265,107,4363,5215,347,732,16090,19422,67249,131790,232449
2022-01-09 13:00:00,2022-01-09 14:00:00,18264,108,4750,5259,364,732,10738,18305,60783,119303,226801
2022-01-09 14:00:00,2022-01-09 15:00:00,18528,108,5875,5302,209,732,4028,18734,55469,108985,226526
2022-01-09 15:00:00,2022-01-09 16:00:00,18785,108,6485,5303,314,732,198,17519,52744,102188,235075
2022-01-09 16:00:00,2022-01-09 17:00:00,18999,108,13111,5284,470,731,0,14970,49959,103632,247250
2022-01-09 17:00:00,2022-01-09 18:00:00,19141,108,11207,5273,289,732,0,13081,46840,96671,246002
2022-01-09 18:00:00,2022-01-09 19:00:00,19033,108,7231,5299,175,732,0,12183,44341,89102,238126
2022-01-09 19:00:00,2022-01-09 20:00:00,18716,108,6705,5290,218,732,0,10088,42881,84738,227706
2022-01-09 20:00:00,2022-01-09 21:00:00,18564,111,5470,5265,160,732,0,8719,38850,77871,221158
2022-01-09 21:00:00,2022-01-09 22:00:00,18343,113,5051,5251,186,731,0,7859,34886,72420,215384
2022-01-09 22:00:00,2022-01-09 23:00:00,18058,116,8517,5243,161,732,0,6426,31198,70451,204593
2022-01-09 23:00:00,2022-01-10 00:00:00,17694,116,15592,5226,84,732,0,5367,26654,71465,197603
2022-01-10 00:00:00,2022-01-10 01:00:00,17614,116,16310,5223,74,724,0,4591,22802,67454,192417
2022-01-10 01:00:00,2022-01-10 02:00:00,17584,116,17030,5195,70,724,0,3518,19453,63690,192032
2022-01-10 02:00:00,2022-01-10 03:00:00,17640,116,14705,5167,109,724,0,2763,16499,57723,193494
2022-01-10 03:00:00,2022-01-10 04:00:00,17712,113,12855,5167,157,724,0,2785,14001,53514,201555
2022-01-10 04:00:00,2022-01-10 05:00:00,17941,112,10655,5167,488,724,0,2949,12062,50098,220743
2022-01-10 05:00:00,2022-01-10 06:00:00,18464,108,8887,5136,946,722,0,2684,10812,47759,252159
2022-01-10 06:00:00,2022-01-10 07:00:00,18906,108,15847,5120,1347,720,6,3281,9594,54929,276574
2022-01-10 07:00:00,2022-01-10 08:00:00,19132,106,18638,5134,990,720,1268,3498,8783,58269,286128
2022-01-10 08:00:00,2022-01-10 09:00:00,18992,104,13833,5222,593,720,7687,3565,7439,58155,286619
2022-01-10 09:00:00,2022-01-10 10:00:00,18804,107,11703,5214,371,720,15982,3419,5614,61934,287550
2022-01-10 10:00:00,2022-01-10 11:00:00,18656,108,8872,5179,800,720,21870,3297,4033,63535,290011
2022-01-10 11:00:00,2022-01-10 12:00:00,18478,107,5156,5180,1450,720,23334,3371,2688,60484,289668
2022-01-10 12:00:00,2022-01-10 13:00:00,18528,108,7370,5183,1225,720,20018,3104,3016,59272,284994
2022-01-10 13:00:00,2022-01-10 14:00:00,18559,108,10556,5207,1063,720,12903,3182,2892,55190,281348
2022-01-10 14:00:00,2022-01-10 15:00:00,18753,107,13022,5231,1148,720,4675,3384,3157,50197,279916
2022-01-10 15:00:00,2022-01-10 16:00:00,19108,108,10648,5259,1112,720,250,3498,4353,45056,283700
2022-01-10 16:00:00,2022-01-10 17:00:00,19261,107,14541,5299,951,720,0,3687,5467,50033,293299
2022-01-10 17:00:00,2022-01-10 18:00:00,19281,108,8034,5299,866,720,0,4073,7053,45434,289802
2022-01-10 18:00:00,2022-01-10 19:00:00,19072,108,4906,5303,271,720,0,4905,7745,43030,281374
2022-01-10 19:00:00,2022-01-10 20:00:00,18556,109,3664,5283,285,706,0,5607,7312,41522,264775
2022-01-10 20:00:00,2022-01-10 21:00:00,18288,112,4067,5288,401,582,0,5605,7569,41912,250931
2022-01-10 21:00:00,2022-01-10 22:00:00,18108,114,7772,5334,271,556,0,5196,8304,45655,238372
2022-01-10 22:00:00,2022-01-10 23:00:00,17859,116,14166,5369,265,577,0,5997,8951,53300,226098
2022-01-10 23:00:00,2022-01-11 00:00:00,17725,116,23272,5399,167,589,0,7315,9573,64156,219177
2022-01-11 00:00:00,2022-01-11 01:00:00,17677,116,23089,5407,404,551,0,8271,8956,64471,214176
2022-01-11 01:00:00,2022-01-11 02:00:00,17656,116,23203,5382,344,599,0,8429,8818,64547,213031
2022-01-11 02:00:00,2022-01-11 03:00:00,17541,116,22282,5382,222,688,0,9565,8955,64751,214289
2022-01-11 03:00:00,2022-01-11 04:00:00,17419,114,22050,5379,183,728,0,11626,8807,66306,220219
2022-01-11 04:00:00,2022-01-11 05:00:00,17569,111,16773,5384,243,728,0,13372,10121,64301,235605
2022-01-11 05:00:00,2022-01-11 06:00:00,17977,108,4742,5399,439,728,0,14900,11808,56101,261994
2022-01-11 06:00:00,2022-01-11 07:00:00,18524,108,10078,5401,910,728,9,16870,13739,66367,282448
2022-01-11 07:00:00,2022-01-11 08:00:00,18881,108,12787,5432,885,728,2329,18541,14912,74603,288992
2022-01-11 08:00:00,2022-01-11 09:00:00,18846,108,8227,5443,506,728,11217,18314,14729,78118,289867
2022-01-11 09:00:00,2022-01-11 10:00:00,18674,109,4066,5445,407,728,23250,19642,15364,87685,292399
2022-01-11 10:00:00,2022-01-11 11:00:00,18593,108,4293,5454,153,728,31805,19883,16527,97544,295615
